ano,codmun,mun,uf,abandono_EF_6ano,abandono_EF_7ano,abandono_EF_8ano,abandono_EF_9ano,abandono_EM
2003,1100015,alta floresta d'oeste,RO,0,0,0,0,0
2003,1100023,ariquemes,RO,0,0,0,0,0
2003,1100031,cabixi,RO,0,0,0,0,0
2003,1100049,cacoal,RO,0,0,0,0,0
2003,1100056,cerejeiras,RO,0,0,0,0,0
2003,1100064,colorado do oeste,RO,0,0,0,0,0
2003,1100072,corumbiara,RO,0,0,0,0,0
2003,1100080,costa marques,RO,0,0,0,0,0
2003,1100098,espigao d'oeste,RO,0,0,0,0,0
2003,1100106,guajara-mirim,RO,0,0,0,0,0
2003,1100114,jaru,RO,0,0,0,0,6
2003,1100122,ji-parana,RO,0,0,0,0,0
2003,1100130,machadinho d'oeste,RO,0,0,0,0,0
2003,1100148,nova brasilandia d'oeste,RO,0,0,0,0,175
2003,1100155,ouro preto do oeste,RO,0,0,0,0,0
2003,1100189,pimenta bueno,RO,0,0,0,0,0
2003,1100205,porto velho,RO,5,2,1,0,3
2003,1100254,presidente medici,RO,0,0,0,0,0
2003,1100262,rio crespo,RO,0,0,0,0,49
2003,1100288,rolim de moura,RO,0,0,0,0,0
2003,1100296,santa luzia d'oeste,RO,0,0,0,0,0
2003,1100304,vilhena,RO,0,0,0,0,0
2003,1100320,sao miguel do guapore,RO,0,0,0,0,0
2003,1100338,nova mamore,RO,0,0,0,0,0
2003,1100346,alvorada d'oeste,RO,0,0,0,0,0
2003,1100379,alto alegre dos parecis,RO,0,0,0,0,0
2003,1100403,alto paraiso,RO,0,0,0,0,0
2003,1100452,buritis,RO,0,0,0,0,0
2003,1100502,novo horizonte do oeste,RO,0,0,0,0,0
2003,1100601,cacaulandia,RO,0,0,0,0,0
2003,1100700,campo novo de rondonia,RO,0,0,0,0,0
2003,1100809,candeias do jamari,RO,0,0,0,0,0
2003,1100908,castanheiras,RO,0,0,0,0,0
2003,1100924,chupinguaia,RO,0,0,0,0,0
2003,1100940,cujubim,RO,0,0,0,0,0
2003,1101005,governador jorge teixeira,RO,0,0,0,0,20
2003,1101104,itapua do oeste,RO,0,0,0,0,0
2003,1101203,ministro andreazza,RO,0,0,0,0,0
2003,1101302,mirante da serra,RO,0,0,0,0,0
2003,1101401,monte negro,RO,0,0,0,0,0
2003,1101435,nova uniao,RO,0,0,0,0,0
2003,1101450,parecis,RO,0,0,0,0,0
2003,1101468,pimenteiras do oeste,RO,0,0,0,0,0
2003,1101476,primavera de rondonia,RO,0,0,0,0,0
2003,1101484,sao felipe d oeste,RO,0,0,0,0,0
2003,1101492,sao francisco do guapore,RO,0,0,0,0,0
2003,1101500,seringueiras,RO,0,0,0,0,0
2003,1101559,teixeiropolis,RO,0,0,0,0,0
2003,1101609,theobroma,RO,0,0,0,0,0
2003,1101708,urupa,RO,0,0,0,0,0
2003,1101757,vale do anari,RO,0,0,0,0,63
2003,1101807,vale do paraiso,RO,0,0,0,0,0
2003,1200013,acrelandia,AC,0,0,0,0,0
2003,1200054,assis brasil,AC,0,0,0,0,0
2003,1200104,brasileia,AC,0,0,0,0,0
2003,1200138,bujari,AC,0,0,0,0,0
2003,1200179,capixaba,AC,0,0,0,0,0
2003,1200203,cruzeiro do sul,AC,0,0,0,0,0
2003,1200252,epitaciolandia,AC,0,0,0,0,0
2003,1200302,feijo,AC,0,0,0,0,0
2003,1200328,jordao,AC,0,0,0,0,0
2003,1200336,mancio lima,AC,0,0,0,0,0
2003,1200344,manoel urbano,AC,0,0,0,0,0
2003,1200351,marechal thaumaturgo,AC,0,0,0,0,0
2003,1200385,placido de castro,AC,0,0,0,0,0
2003,1200393,porto walter,AC,0,0,0,0,0
2003,1200401,rio branco,AC,0,0,0,0,236
2003,1200427,rodrigues alves,AC,0,0,0,0,0
2003,1200435,santa rosa do purus,AC,0,0,0,0,0
2003,1200450,senador guiomard,AC,0,0,0,0,0
2003,1200500,sena madureira,AC,0,0,0,0,0
2003,1200609,tarauaca,AC,0,0,0,0,0
2003,1200708,xapuri,AC,0,0,0,0,0
2003,1200807,porto acre,AC,0,0,0,0,0
2003,1300029,alvaraes,AM,0,0,0,0,0
2003,1300060,amatura,AM,0,0,0,0,0
2003,1300086,anama,AM,0,0,0,0,0
2003,1300102,anori,AM,0,0,0,0,0
2003,1300144,apui,AM,0,0,0,0,0
2003,1300201,atalaia do norte,AM,0,0,0,0,0
2003,1300300,autazes,AM,0,0,0,0,0
2003,1300409,barcelos,AM,0,0,0,0,0
2003,1300508,barreirinha,AM,0,0,0,0,0
2003,1300607,benjamin constant,AM,0,0,0,0,0
2003,1300631,beruri,AM,0,0,0,0,0
2003,1300680,boa vista do ramos,AM,0,0,0,0,0
2003,1300706,boca do acre,AM,0,0,0,0,0
2003,1300805,borba,AM,0,0,0,0,0
2003,1300839,caapiranga,AM,0,0,0,0,0
2003,1300904,canutama,AM,0,0,0,0,0
2003,1301001,carauari,AM,0,0,0,0,0
2003,1301100,careiro,AM,0,0,0,0,0
2003,1301159,careiro da varzea,AM,0,0,0,0,0
2003,1301209,coari,AM,0,0,0,0,0
2003,1301308,codajas,AM,0,0,0,0,0
2003,1301407,eirunepe,AM,0,0,0,0,0
2003,1301506,envira,AM,0,0,0,0,0
2003,1301605,fonte boa,AM,0,0,0,0,0
2003,1301654,guajara,AM,0,0,0,0,0
2003,1301704,humaita,AM,0,0,0,0,0
2003,1301803,ipixuna,AM,0,0,0,0,0
2003,1301852,iranduba,AM,0,0,0,0,0
2003,1301902,itacoatiara,AM,0,0,0,0,0
2003,1301951,itamarati,AM,0,0,0,0,0
2003,1302009,itapiranga,AM,0,0,0,0,0
2003,1302108,japura,AM,0,0,0,0,0
2003,1302207,jurua,AM,0,0,0,0,0
2003,1302306,jutai,AM,0,0,0,0,0
2003,1302405,labrea,AM,0,0,0,0,0
2003,1302504,manacapuru,AM,0,0,0,0,0
2003,1302553,manaquiri,AM,0,0,0,0,0
2003,1302603,manaus,AM,0,0,0,0,0
2003,1302702,manicore,AM,0,0,0,0,0
2003,1302801,maraa,AM,0,0,0,0,0
2003,1302900,maues,AM,0,0,0,0,0
2003,1303007,nhamunda,AM,0,0,0,0,0
2003,1303106,nova olinda do norte,AM,0,0,0,0,0
2003,1303205,novo airao,AM,0,0,0,0,0
2003,1303304,novo aripuana,AM,0,0,0,0,0
2003,1303403,parintins,AM,0,0,0,0,0
2003,1303502,pauini,AM,0,0,0,0,0
2003,1303536,presidente figueiredo,AM,0,0,0,0,0
2003,1303569,rio preto da eva,AM,0,0,0,0,0
2003,1303601,santa isabel do rio negro,AM,0,0,0,0,0
2003,1303700,santo antonio do ica,AM,0,0,0,0,0
2003,1303809,sao gabriel da cachoeira,AM,0,0,0,0,0
2003,1303908,sao paulo de olivenca,AM,0,0,0,0,0
2003,1303957,sao sebastiao do uatuma,AM,0,0,0,0,0
2003,1304005,silves,AM,0,0,0,0,0
2003,1304062,tabatinga,AM,0,0,0,0,0
2003,1304104,tapaua,AM,0,0,0,0,0
2003,1304203,tefe,AM,0,0,0,0,0
2003,1304237,tonantins,AM,0,0,0,0,0
2003,1304260,uarini,AM,0,0,0,0,0
2003,1304302,urucara,AM,0,0,0,0,0
2003,1304401,urucurituba,AM,0,0,0,0,0
2003,1400027,amajari,RR,0,0,0,0,0
2003,1400050,alto alegre,RR,0,0,0,0,0
2003,1400100,boa vista,RR,0,0,0,0,0
2003,1400159,bonfim,RR,0,0,0,0,0
2003,1400175,canta,RR,0,0,0,0,0
2003,1400209,caracarai,RR,0,0,0,0,0
2003,1400233,caroebe,RR,0,0,0,0,0
2003,1400282,iracema,RR,0,0,0,0,0
2003,1400308,mucajai,RR,0,0,0,0,0
2003,1400407,normandia,RR,0,0,0,0,0
2003,1400456,pacaraima,RR,0,0,0,0,0
2003,1400472,rorainopolis,RR,0,0,0,0,0
2003,1400506,sao joao da baliza,RR,0,0,0,0,0
2003,1400605,sao luiz,RR,0,0,0,0,0
2003,1400704,uiramuta,RR,0,0,0,0,0
2003,1500107,abaetetuba,PA,2,2,2,0,13
2003,1500131,abel figueiredo,PA,0,0,0,0,123
2003,1500206,acara,PA,0,0,0,0,145
2003,1500305,afua,PA,0,0,0,0,74
2003,1500347,agua azul do norte,PA,0,0,0,0,0
2003,1500404,alenquer,PA,5,0,0,0,49
2003,1500503,almeirim,PA,0,0,0,0,55
2003,1500602,altamira,PA,0,0,0,0,81
2003,1500701,anajas,PA,0,0,0,0,0
2003,1500800,ananindeua,PA,0,0,0,0,261
2003,1500859,anapu,PA,0,0,0,0,0
2003,1500909,augusto correa,PA,0,0,0,0,48
2003,1500958,aurora do para,PA,0,0,0,0,0
2003,1501006,aveiro,PA,0,0,0,0,0
2003,1501105,bagre,PA,0,0,0,0,0
2003,1501204,baiao,PA,0,0,0,0,34
2003,1501253,bannach,PA,0,0,0,0,0
2003,1501303,barcarena,PA,0,0,0,0,26
2003,1501402,belem,PA,278,260,132,102,588
2003,1501451,belterra,PA,0,0,0,0,0
2003,1501501,benevides,PA,0,0,0,0,0
2003,1501576,bom jesus do tocantins,PA,0,0,0,0,2
2003,1501600,bonito,PA,0,0,0,0,0
2003,1501709,braganca,PA,0,0,0,0,21
2003,1501725,brasil novo,PA,0,0,0,0,0
2003,1501758,brejo grande do araguaia,PA,0,0,0,0,14
2003,1501782,breu branco,PA,0,0,0,0,165
2003,1501808,breves,PA,0,0,0,0,61
2003,1501907,bujaru,PA,0,0,0,0,74
2003,1501956,cachoeira do piria,PA,0,0,0,0,0
2003,1502004,cachoeira do arari,PA,0,0,0,0,0
2003,1502103,cameta,PA,0,0,0,0,53
2003,1502152,canaa dos carajas,PA,0,0,0,0,2
2003,1502202,capanema,PA,0,0,0,0,65
2003,1502301,capitao poco,PA,0,0,0,0,29
2003,1502400,castanhal,PA,41,15,5,0,75
2003,1502509,chaves,PA,0,0,0,0,0
2003,1502608,colares,PA,0,0,0,0,0
2003,1502707,conceicao do araguaia,PA,0,0,0,0,0
2003,1502756,concordia do para,PA,10,15,1,0,82
2003,1502764,cumaru do norte,PA,0,0,0,0,19
2003,1502772,curionopolis,PA,0,0,0,0,0
2003,1502806,curralinho,PA,0,0,0,0,0
2003,1502855,curua,PA,0,0,0,0,16
2003,1502905,curuca,PA,0,0,0,0,28
2003,1502939,dom eliseu,PA,0,0,0,0,47
2003,1502954,eldorado dos carajas,PA,0,0,0,0,74
2003,1503002,faro,PA,0,0,0,0,0
2003,1503044,floresta do araguaia,PA,0,0,0,0,0
2003,1503077,garrafao do norte,PA,0,0,0,0,39
2003,1503093,goianesia do para,PA,0,0,0,0,0
2003,1503101,gurupa,PA,3,0,1,0,0
2003,1503200,igarape-acu,PA,0,0,0,0,14
2003,1503309,igarape-miri,PA,0,0,0,0,68
2003,1503408,inhangapi,PA,0,0,0,0,14
2003,1503457,ipixuna do para,PA,0,0,0,0,0
2003,1503507,irituia,PA,0,0,0,0,38
2003,1503606,itaituba,PA,0,0,0,0,77
2003,1503705,itupiranga,PA,0,0,0,0,36
2003,1503754,jacareacanga,PA,0,0,0,0,0
2003,1503804,jacunda,PA,0,0,0,0,7
2003,1503903,juruti,PA,0,0,0,0,113
2003,1504000,limoeiro do ajuru,PA,0,0,0,0,7
2003,1504059,mae do rio,PA,0,0,0,0,36
2003,1504109,magalhaes barata,PA,0,0,0,0,0
2003,1504208,maraba,PA,57,53,29,15,63
2003,1504307,maracana,PA,0,0,0,0,0
2003,1504406,marapanim,PA,0,0,0,0,53
2003,1504422,marituba,PA,0,0,0,0,70
2003,1504455,medicilandia,PA,0,0,0,0,14
2003,1504505,melgaco,PA,0,0,0,0,0
2003,1504604,mocajuba,PA,0,0,0,0,37
2003,1504703,moju,PA,0,0,0,0,30
2003,1504802,monte alegre,PA,0,0,0,0,55
2003,1504901,muana,PA,0,0,0,0,0
2003,1504950,nova esperanca do piria,PA,0,0,0,0,0
2003,1504976,nova ipixuna,PA,0,0,0,0,0
2003,1505007,nova timboteua,PA,0,0,0,0,11
2003,1505031,novo progresso,PA,0,0,0,0,0
2003,1505064,novo repartimento,PA,0,0,0,0,0
2003,1505106,obidos,PA,0,0,0,0,41
2003,1505205,oeiras do para,PA,0,0,0,0,0
2003,1505304,oriximina,PA,0,0,0,0,28
2003,1505403,ourem,PA,0,0,0,0,58
2003,1505437,ourilandia do norte,PA,0,0,0,0,0
2003,1505486,pacaja,PA,0,0,0,0,53
2003,1505494,palestina do para,PA,0,0,0,0,12
2003,1505502,paragominas,PA,0,0,0,0,115
2003,1505536,parauapebas,PA,0,0,0,0,15
2003,1505551,pau d'arco,PA,0,0,0,0,0
2003,1505601,peixe-boi,PA,0,0,0,0,12
2003,1505635,picarra,PA,0,0,0,0,0
2003,1505650,placas,PA,0,0,0,0,7
2003,1505700,ponta de pedras,PA,0,0,0,0,56
2003,1505809,portel,PA,19,24,15,0,26
2003,1505908,porto de moz,PA,0,0,0,0,0
2003,1506005,prainha,PA,0,0,0,0,0
2003,1506104,primavera,PA,0,0,0,0,31
2003,1506112,quatipuru,PA,0,0,0,0,0
2003,1506138,redencao,PA,34,32,31,0,51
2003,1506161,rio maria,PA,0,0,0,0,0
2003,1506187,rondon do para,PA,0,0,0,0,8
2003,1506195,ruropolis,PA,0,0,0,0,11
2003,1506203,salinopolis,PA,0,0,0,0,0
2003,1506302,salvaterra,PA,0,0,0,0,55
2003,1506351,santa barbara do para,PA,0,0,0,0,8
2003,1506401,santa cruz do arari,PA,0,0,0,0,0
2003,1506500,santa isabel do para,PA,0,0,0,0,0
2003,1506559,santa luzia do para,PA,0,0,0,0,22
2003,1506583,santa maria das barreiras,PA,0,0,0,0,0
2003,1506609,santa maria do para,PA,0,0,0,0,11
2003,1506708,santana do araguaia,PA,0,0,0,0,44
2003,1506807,santarem,PA,0,0,0,0,228
2003,1506906,santarem novo,PA,0,0,0,0,0
2003,1507003,santo antonio do taua,PA,0,0,0,0,114
2003,1507102,sao caetano de odivelas,PA,0,0,0,0,0
2003,1507151,sao domingos do araguaia,PA,0,0,0,0,44
