ano,codmun,mun,uf,aprov_reprov_EF_6ano,aprov_reprov_EF_7ano,aprov_reprov_EF_8ano,aprov_reprov_EF_9ano,aprov_reprov_EM
2005,1301308,codajas,AM,345,244,218,205,486
2005,1301407,eirunepe,AM,982,711,595,425,724
2005,1301506,envira,AM,269,212,168,152,313
2005,1301605,fonte boa,AM,655,408,307,231,594
2005,1301654,guajara,AM,185,148,120,80,201
2005,1301704,humaita,AM,998,794,736,662,1487
2005,1301803,ipixuna,AM,220,168,172,145,373
2005,1301852,iranduba,AM,883,619,477,501,968
2005,1301902,itacoatiara,AM,1156,1068,1086,1123,2723
2005,1301951,itamarati,AM,221,104,98,93,178
2005,1302009,itapiranga,AM,216,165,154,142,377
2005,1302108,japura,AM,111,73,59,64,121
2005,1302207,jurua,AM,149,90,184,105,168
2005,1302306,jutai,AM,246,159,135,128,388
2005,1302405,labrea,AM,683,560,673,446,979
2005,1302504,manacapuru,AM,2440,1963,1938,1784,3031
2005,1302553,manaquiri,AM,404,329,256,211,293
2005,1302603,manaus,AM,42534,34356,30183,27638,78652
2005,1302702,manicore,AM,673,522,463,331,849
2005,1302801,maraa,AM,84,90,95,65,176
2005,1302900,maues,AM,1491,986,697,893,1573
2005,1303007,nhamunda,AM,392,441,489,366,656
2005,1303106,nova olinda do norte,AM,556,494,391,290,587
2005,1303205,novo airao,AM,335,247,170,150,446
2005,1303304,novo aripuana,AM,325,270,285,246,641
2005,1303403,parintins,AM,2886,2358,2082,1736,4838
2005,1303502,pauini,AM,199,150,146,133,307
2005,1303536,presidente figueiredo,AM,570,451,440,311,724
2005,1303569,rio preto da eva,AM,597,343,296,299,551
2005,1303601,santa isabel do rio negro,AM,191,178,172,155,309
2005,1303700,santo antonio do ica,AM,449,497,396,328,657
2005,1303809,sao gabriel da cachoeira,AM,949,764,733,654,1161
2005,1303908,sao paulo de olivenca,AM,637,444,391,258,613
2005,1303957,sao sebastiao do uatuma,AM,183,144,138,136,382
2005,1304005,silves,AM,293,237,229,203,288
2005,1304062,tabatinga,AM,1235,899,848,808,1589
2005,1304104,tapaua,AM,288,258,193,178,478
2005,1304203,tefe,AM,1426,1129,960,921,1914
2005,1304237,tonantins,AM,530,295,231,210,357
2005,1304260,uarini,AM,155,72,97,71,125
2005,1304302,urucara,AM,388,338,304,291,710
2005,1304401,urucurituba,AM,433,327,259,216,600
2005,1400027,amajari,RR,167,155,107,88,173
2005,1400050,alto alegre,RR,243,226,219,168,357
2005,1400100,boa vista,RR,5838,5243,4560,3787,10323
2005,1400159,bonfim,RR,249,233,172,106,195
2005,1400175,canta,RR,354,306,246,173,351
2005,1400209,caracarai,RR,462,448,318,272,491
2005,1400233,caroebe,RR,208,185,195,148,256
2005,1400282,iracema,RR,204,166,84,92,184
2005,1400308,mucajai,RR,364,336,288,237,465
2005,1400407,normandia,RR,222,179,101,114,258
2005,1400456,pacaraima,RR,280,226,179,163,420
2005,1400472,rorainopolis,RR,549,478,468,323,532
2005,1400506,sao joao da baliza,RR,124,155,177,137,174
2005,1400605,sao luiz,RR,118,155,174,113,217
2005,1400704,uiramuta,RR,197,157,159,160,134
2005,1500107,abaetetuba,PA,3668,3108,2509,2122,5588
2005,1500131,abel figueiredo,PA,125,126,62,57,235
2005,1500206,acara,PA,1268,919,563,280,897
2005,1500305,afua,PA,1044,839,603,435,770
2005,1500347,agua azul do norte,PA,234,214,138,144,264
2005,1500404,alenquer,PA,1273,920,685,455,1561
2005,1500503,almeirim,PA,799,668,525,463,1831
2005,1500602,altamira,PA,2242,1903,1487,1199,4098
2005,1500701,anajas,PA,312,342,77,49,337
2005,1500800,ananindeua,PA,9308,7887,6371,5578,19377
2005,1500859,anapu,PA,375,233,156,146,218
2005,1500909,augusto correa,PA,1099,699,510,404,969
2005,1500958,aurora do para,PA,411,323,227,110,496
2005,1501006,aveiro,PA,464,308,212,166,415
2005,1501105,bagre,PA,235,153,97,78,177
2005,1501204,baiao,PA,680,549,326,348,1102
2005,1501253,bannach,PA,105,77,73,55,56
2005,1501303,barcarena,PA,2204,1835,1549,1304,4462
2005,1501402,belem,PA,22278,19897,17250,16266,73882
2005,1501451,belterra,PA,468,353,273,259,423
2005,1501501,benevides,PA,1113,960,614,495,1754
2005,1501576,bom jesus do tocantins,PA,238,217,151,132,274
2005,1501600,bonito,PA,194,130,105,120,173
2005,1501709,braganca,PA,2552,1869,1351,1104,3305
2005,1501725,brasil novo,PA,400,359,233,186,455
2005,1501758,brejo grande do araguaia,PA,264,173,124,122,396
2005,1501782,breu branco,PA,957,689,461,373,1328
2005,1501808,breves,PA,1720,1167,803,668,1894
2005,1501907,bujaru,PA,700,578,329,278,992
2005,1501956,cachoeira do piria,PA,312,197,101,75,311
2005,1502004,cachoeira do arari,PA,355,229,143,131,300
2005,1502103,cameta,PA,2975,2458,1845,1550,4871
2005,1502152,canaa dos carajas,PA,524,437,330,342,998
2005,1502202,capanema,PA,1521,1205,1035,897,3389
2005,1502301,capitao poco,PA,1088,982,578,434,1100
2005,1502400,castanhal,PA,3324,2609,2058,1931,7534
2005,1502509,chaves,PA,133,123,146,10,83
2005,1502608,colares,PA,328,302,244,207,488
2005,1502707,conceicao do araguaia,PA,1140,915,722,622,1742
2005,1502756,concordia do para,PA,751,370,355,235,887
2005,1502764,cumaru do norte,PA,137,112,86,73,96
2005,1502772,curionopolis,PA,554,494,357,326,660
2005,1502806,curralinho,PA,543,426,278,263,372
2005,1502855,curua,PA,302,292,260,178,645
2005,1502905,curuca,PA,734,551,433,350,1129
2005,1502939,dom eliseu,PA,1118,959,600,485,1377
2005,1502954,eldorado dos carajas,PA,708,587,432,356,559
2005,1503002,faro,PA,284,176,161,99,142
2005,1503044,floresta do araguaia,PA,411,342,325,209,563
2005,1503077,garrafao do norte,PA,611,406,302,177,571
2005,1503093,goianesia do para,PA,794,564,347,283,914
2005,1503101,gurupa,PA,655,434,418,326,355
2005,1503200,igarape-acu,PA,933,741,590,472,1600
2005,1503309,igarape-miri,PA,1439,1063,841,623,1737
2005,1503408,inhangapi,PA,316,236,128,116,400
2005,1503457,ipixuna do para,PA,572,282,216,118,397
2005,1503507,irituia,PA,666,497,369,231,994
2005,1503606,itaituba,PA,2511,1970,1335,1058,3547
2005,1503705,itupiranga,PA,1140,865,672,552,1270
2005,1503754,jacareacanga,PA,199,155,132,83,155
2005,1503804,jacunda,PA,1209,1082,707,578,1585
2005,1503903,juruti,PA,1086,848,591,400,1373
2005,1504000,limoeiro do ajuru,PA,534,467,391,377,728
2005,1504059,mae do rio,PA,652,556,361,283,1271
2005,1504109,magalhaes barata,PA,222,200,146,141,432
2005,1504208,maraba,PA,4837,4030,3311,2552,9422
2005,1504307,maracana,PA,666,644,397,271,930
2005,1504406,marapanim,PA,693,583,451,393,1228
2005,1504422,marituba,PA,2426,2009,1544,1335,4172
2005,1504455,medicilandia,PA,558,383,246,231,585
2005,1504505,melgaco,PA,279,260,146,168,135
2005,1504604,mocajuba,PA,799,624,479,443,1014
2005,1504703,moju,PA,1358,977,745,456,1457
2005,1504802,monte alegre,PA,1587,1279,1014,839,2104
2005,1504901,muana,PA,701,611,418,395,672
2005,1504950,nova esperanca do piria,PA,249,203,108,103,311
2005,1504976,nova ipixuna,PA,369,226,200,180,313
2005,1505007,nova timboteua,PA,284,203,192,173,396
2005,1505031,novo progresso,PA,524,424,329,332,570
2005,1505064,novo repartimento,PA,1523,1184,771,568,1381
2005,1505106,obidos,PA,1242,892,578,446,2176
2005,1505205,oeiras do para,PA,691,554,311,243,424
2005,1505304,oriximina,PA,1870,1411,996,821,2367
2005,1505403,ourem,PA,449,320,179,139,627
2005,1505437,ourilandia do norte,PA,410,345,255,234,516
2005,1505486,pacaja,PA,706,619,387,328,877
2005,1505494,palestina do para,PA,237,176,164,102,234
2005,1505502,paragominas,PA,2613,1849,1288,948,3012
2005,1505536,parauapebas,PA,2894,2396,1882,1736,5638
2005,1505551,pau d'arco,PA,186,141,127,111,236
2005,1505601,peixe-boi,PA,184,90,69,70,292
2005,1505635,picarra,PA,288,232,223,162,290
2005,1505650,placas,PA,306,225,164,146,320
2005,1505700,ponta de pedras,PA,422,347,279,208,692
2005,1505809,portel,PA,821,486,305,194,870
2005,1505908,porto de moz,PA,649,265,148,122,525
2005,1506005,prainha,PA,594,334,260,188,598
2005,1506104,primavera,PA,267,193,135,153,435
2005,1506112,quatipuru,PA,270,176,132,96,336
2005,1506138,redencao,PA,1652,1406,1434,1454,2873
2005,1506161,rio maria,PA,355,277,186,140,497
2005,1506187,rondon do para,PA,1016,815,678,601,1388
2005,1506195,ruropolis,PA,731,718,562,444,780
2005,1506203,salinopolis,PA,968,946,704,662,1576
2005,1506302,salvaterra,PA,492,370,211,217,766
2005,1506351,santa barbara do para,PA,361,340,287,234,624
2005,1506401,santa cruz do arari,PA,112,73,45,43,225
2005,1506500,santa isabel do para,PA,1088,1002,780,690,2178
2005,1506559,santa luzia do para,PA,486,362,326,236,604
2005,1506583,santa maria das barreiras,PA,291,257,176,139,188
2005,1506609,santa maria do para,PA,409,374,251,194,749
2005,1506708,santana do araguaia,PA,841,725,448,453,1083
2005,1506807,santarem,PA,9082,7699,6174,5120,17053
2005,1506906,santarem novo,PA,176,146,112,127,250
2005,1507003,santo antonio do taua,PA,724,532,368,356,1255
2005,1507102,sao caetano de odivelas,PA,387,304,231,204,526
2005,1507151,sao domingos do araguaia,PA,641,494,368,254,1044
2005,1507201,sao domingos do capim,PA,743,551,383,313,790
2005,1507300,sao felix do xingu,PA,911,702,471,430,1142
2005,1507409,sao francisco do para,PA,364,231,167,183,576
2005,1507458,sao geraldo do araguaia,PA,787,694,592,493,962
2005,1507466,sao joao da ponta,PA,131,83,59,65,135
2005,1507474,sao joao de pirabas,PA,557,337,266,167,447
2005,1507508,sao joao do araguaia,PA,297,211,148,101,249
2005,1507607,sao miguel do guama,PA,1004,838,608,522,1438
2005,1507706,sao sebastiao da boa vista,PA,603,413,306,261,510
2005,1507755,sapucaia,PA,106,81,75,54,185
2005,1507805,senador jose porfirio,PA,249,195,131,120,243
2005,1507904,soure,PA,496,492,298,234,796
2005,1507953,tailandia,PA,1650,1080,730,620,1453
2005,1507961,terra alta,PA,292,195,197,122,538
2005,1507979,terra santa,PA,362,399,266,233,604
2005,1508001,tome-acu,PA,1195,778,542,440,1355
2005,1508035,tracuateua,PA,524,364,248,158,619
2005,1508050,trairao,PA,309,215,137,86,402
2005,1508084,tucuma,PA,708,539,522,462,1014
2005,1508100,tucurui,PA,2008,1747,1348,1239,3456
2005,1508126,ulianopolis,PA,501,395,251,234,473
2005,1508159,uruara,PA,837,590,392,344,880
2005,1508209,vigia,PA,1098,974,613,623,2039
2005,1508308,viseu,PA,1037,830,566,532,1879
2005,1508357,vitoria do xingu,PA,240,216,153,91,291
2005,1508407,xinguara,PA,917,815,611,533,1292
2005,1600055,serra do navio,AP,105,113,75,76,177
2005,1600105,amapa,AP,265,192,139,137,305
2005,1600154,pedra branca do amapari,AP,152,139,106,88,145
2005,1600204,calcoene,AP,222,194,178,151,231
2005,1600212,cutias,AP,163,104,80,86,224
2005,1600238,ferreira gomes,AP,122,99,69,45,189
2005,1600253,itaubal,AP,122,113,92,83,125
2005,1600279,laranjal do jari,AP,980,782,578,456,1835
2005,1600303,macapa,AP,8795,7886,6578,5749,17256
2005,1600402,mazagao,AP,368,317,234,199,522
2005,1600501,oiapoque,AP,448,402,312,283,886
2005,1600535,porto grande,AP,416,339,263,182,567
2005,1600550,pracuuba,AP,74,71,75,62,200
2005,1600600,santana,AP,2394,2389,1920,1657,4990
2005,1600709,tartarugalzinho,AP,344,284,206,183,259
2005,1600808,vitoria do jari,AP,467,298,233,128,326
2005,1700251,abreulandia,TO,73,67,63,23,89
2005,1700301,aguiarnopolis,TO,113,81,76,85,256
2005,1700350,alianca do tocantins,TO,166,152,111,117,272
2005,1700400,almas,TO,209,179,145,110,286
2005,1700707,alvorada,TO,200,169,162,139,352
2005,1701002,ananas,TO,282,277,203,163,534
2005,1701051,angico,TO,109,87,71,44,178
2005,1701101,aparecida do rio negro,TO,97,88,99,84,219
2005,1701309,aragominas,TO,188,128,108,51,210
2005,1701903,araguacema,TO,160,141,123,145,253
2005,1702000,araguacu,TO,192,175,170,145,480
2005,1702109,araguaina,TO,2766,2715,2444,2265,7617
2005,1702158,araguana,TO,180,118,67,59,210
2005,1702208,araguatins,TO,785,612,489,364,1726
2005,1702307,arapoema,TO,181,151,142,83,325
2005,1702406,arraias,TO,307,244,222,133,336
2005,1702554,augustinopolis,TO,474,345,295,285,702
2005,1702703,aurora do tocantins,TO,64,65,55,54,168
2005,1702901,axixa do tocantins,TO,357,330,281,334,741
2005,1703008,babaculandia,TO,264,195,164,154,272
2005,1703057,bandeirantes do tocantins,TO,56,65,51,40,122
2005,1703073,barra do ouro,TO,116,74,81,68,185
2005,1703107,barrolandia,TO,127,113,101,90,236
2005,1703206,bernardo sayao,TO,135,131,92,69,216
2005,1703305,bom jesus do tocantins,TO,82,76,57,19,74
2005,1703602,brasilandia do tocantins,TO,58,50,36,27,97
2005,1703701,brejinho de nazare,TO,136,169,116,96,297
2005,1703800,buriti do tocantins,TO,262,226,214,222,535
2005,1703826,cachoeirinha,TO,61,69,51,44,131
2005,1703842,campos lindos,TO,225,206,97,96,238
2005,1703867,cariri do tocantins,TO,95,65,63,38,164
2005,1703883,carmolandia,TO,73,67,29,28,90
2005,1703891,carrasco bonito,TO,85,91,73,63,219
2005,1703909,caseara,TO,110,96,98,68,220
2005,1704105,centenario,TO,48,68,47,57,77
2005,1704600,chapada de areia,TO,26,34,19,12,0
2005,1705102,chapada da natividade,TO,105,85,73,65,145
2005,1705508,colinas do tocantins,TO,734,662,550,496,1367
2005,1705557,combinado,TO,89,114,99,73,297
2005,1705607,conceicao do tocantins,TO,104,80,47,47,173
2005,1706001,couto de magalhaes,TO,125,116,65,66,161
2005,1706100,cristalandia,TO,167,145,135,99,288
2005,1706258,crixas do tocantins,TO,32,31,26,25,74
2005,1706506,darcinopolis,TO,122,101,69,46,134
2005,1707009,dianopolis,TO,440,474,351,354,821
2005,1707108,divinopolis do tocantins,TO,133,138,100,102,294
2005,1707207,dois irmaos do tocantins,TO,145,141,89,81,227
2005,1707306,duere,TO,107,109,87,98,182
2005,1707405,esperantina,TO,376,280,235,213,354
2005,1707553,fatima,TO,93,78,57,74,209
2005,1707652,figueiropolis,TO,111,109,99,77,238
2005,1707702,filadelfia,TO,262,182,148,144,273
2005,1708205,formoso do araguaia,TO,584,504,464,384,966
2005,1708254,fortaleza do tabocao,TO,62,66,59,46,126
2005,1708304,goianorte,TO,114,105,78,69,196
2005,1709005,goiatins,TO,323,248,188,183,395
2005,1709302,guarai,TO,562,561,416,436,1172
2005,1709500,gurupi,TO,1665,1475,1211,1034,3761
2005,1709807,ipueiras,TO,49,31,31,48,114
2005,1710508,itacaja,TO,157,124,113,101,320
2005,1710706,itaguatins,TO,152,179,189,156,239
2005,1710904,itapiratins,TO,93,68,40,45,139
2005,1711100,itapora do tocantins,TO,70,53,26,31,114
2005,1711506,jau do tocantins,TO,101,96,79,74,151
2005,1711803,juarina,TO,48,38,21,32,77
2005,1711902,lagoa da confusao,TO,186,158,108,101,198
2005,1711951,lagoa do tocantins,TO,92,58,42,23,136
2005,1712009,lajeado,TO,62,70,48,29,91
2005,1712157,lavandeira,TO,25,28,27,19,91
2005,1712405,lizarda,TO,114,88,70,65,144
2005,1712454,luzinopolis,TO,84,70,59,52,147
2005,1712504,marianopolis do tocantins,TO,110,89,72,60,153
2005,1712702,mateiros,TO,38,41,45,31,74
2005,1712801,maurilandia do tocantins,TO,124,87,67,64,199
2005,1713205,miracema do tocantins,TO,519,448,346,287,826
2005,1713304,miranorte,TO,273,234,245,228,437
2005,1713601,monte do carmo,TO,161,117,95,100,171
2005,1713700,monte santo do tocantins,TO,48,41,29,27,14
2005,1713809,palmeiras do tocantins,TO,156,111,89,62,206
2005,1713957,muricilandia,TO,62,56,53,30,109
2005,1714203,natividade,TO,296,253,186,149,453
2005,1714302,nazare,TO,140,110,100,101,300
2005,1714880,nova olinda,TO,301,237,199,182,456
2005,1715002,nova rosalandia,TO,91,75,66,65,180
2005,1715101,novo acordo,TO,108,122,86,86,151
2005,1715150,novo alegre,TO,43,50,47,32,158
2005,1715259,novo jardim,TO,58,55,47,37,116
2005,1715507,oliveira de fatima,TO,25,38,34,18,65
2005,1715705,palmeirante,TO,155,126,37,22,96
2005,1715754,palmeiropolis,TO,145,145,164,140,284
2005,1716109,paraiso do tocantins,TO,870,940,816,789,2538
2005,1716208,parana,TO,229,209,112,100,204
2005,1716307,pau d'arco,TO,110,112,100,69,237
2005,1716505,pedro afonso,TO,132,168,158,135,588
2005,1716604,peixe,TO,246,239,165,136,430
2005,1716653,pequizeiro,TO,141,119,108,75,175
2005,1716703,colmeia,TO,188,162,152,143,356
2005,1717008,pindorama do tocantins,TO,104,102,83,68,273
2005,1717206,piraque,TO,69,81,60,65,119
2005,1717503,pium,TO,162,131,82,80,238
2005,1717800,ponte alta do bom jesus,TO,139,105,95,84,175
2005,1717909,ponte alta do tocantins,TO,186,148,129,80,322
2005,1718006,porto alegre do tocantins,TO,63,55,42,44,167
2005,1718204,porto nacional,TO,1155,1101,872,843,2599
2005,1718303,praia norte,TO,204,188,143,142,236
2005,1718402,presidente kennedy,TO,80,72,74,59,172
2005,1718451,pugmil,TO,60,57,33,40,116
2005,1718501,recursolandia,TO,64,92,48,66,144
2005,1718550,riachinho,TO,136,126,102,91,195
2005,1718659,rio da conceicao,TO,42,43,39,34,83
2005,1718709,rio dos bois,TO,73,56,35,31,74
2005,1718758,rio sono,TO,173,134,93,96,243
2005,1718808,sampaio,TO,95,98,84,76,155
2005,1718840,sandolandia,TO,61,87,60,60,204
2005,1718865,santa fe do araguaia,TO,142,152,119,101,292
2005,1718881,santa maria do tocantins,TO,79,69,44,31,127
2005,1718899,santa rita do tocantins,TO,38,32,21,15,60
2005,1718907,santa rosa do tocantins,TO,123,122,68,65,209
2005,1719004,santa tereza do tocantins,TO,60,79,46,49,132
2005,1720002,santa terezinha do tocantins,TO,86,64,37,36,136
2005,1720101,sao bento do tocantins,TO,144,106,51,49,166
2005,1720150,sao felix do tocantins,TO,46,50,43,31,55
2005,1720200,sao miguel do tocantins,TO,242,182,145,139,434
2005,1720259,sao salvador do tocantins,TO,82,63,81,48,172
2005,1720309,sao sebastiao do tocantins,TO,80,110,161,54,175
2005,1720499,sao valerio da natividade,TO,180,169,121,103,216
2005,1720655,silvanopolis,TO,157,151,93,113,284
2005,1720804,sitio novo do tocantins,TO,206,191,208,169,461
2005,1720853,sucupira,TO,32,31,27,20,63
2005,1720903,taguatinga,TO,398,239,219,220,435
2005,1720937,taipas do tocantins,TO,60,47,36,34,77
2005,1720978,talisma,TO,81,45,52,41,126
2005,1721000,palmas,TO,3766,3463,3111,2754,10346
2005,1721109,tocantinia,TO,176,171,135,145,277
2005,1721208,tocantinopolis,TO,625,567,463,368,1403
2005,1721257,tupirama,TO,42,30,31,19,40
2005,1721307,tupiratins,TO,46,31,22,20,62
2005,1722081,wanderlandia,TO,197,215,138,126,457
2005,1722107,xambioa,TO,276,279,203,188,466
2005,2100055,acailandia,MA,2481,2177,1897,1625,4494
2005,2100105,afonso cunha,MA,215,148,117,101,96
2005,2100154,agua doce do maranhao,MA,242,119,87,89,294
2005,2100204,alcantara,MA,552,410,411,426,427
2005,2100303,aldeias altas,MA,682,506,341,295,335
2005,2100402,altamira do maranhao,MA,171,175,136,118,480
2005,2100436,alto alegre do maranhao,MA,461,364,394,308,482
2005,2100477,alto alegre do pindare,MA,0,0,0,0,1040
2005,2100501,alto parnaiba,MA,298,216,229,155,368
2005,2100550,amapa do maranhao,MA,137,74,46,23,250
2005,2100600,amarante do maranhao,MA,1127,821,700,517,624
2005,2100709,anajatuba,MA,621,490,440,302,848
2005,2100808,anapurus,MA,414,308,341,283,709
2005,2100832,apicum-acu,MA,309,287,194,161,501
2005,2100873,araguana,MA,289,211,167,149,235
2005,2100907,araioses,MA,955,716,460,388,1208
2005,2100956,arame,MA,529,337,233,159,650
2005,2101004,arari,MA,777,637,553,466,1295
2005,2101103,axixa,MA,260,240,179,166,706
2005,2101202,bacabal,MA,2033,1777,1632,1429,4351
2005,2101251,bacabeira,MA,383,324,305,267,607
2005,2101301,bacuri,MA,638,433,302,266,468
2005,2101350,bacurituba,MA,135,128,84,73,163
2005,2101400,balsas,MA,2340,2217,1566,1660,2836
2005,2101509,barao de grajau,MA,533,395,281,249,607
2005,2101608,barra do corda,MA,2571,2044,1594,1111,3215
2005,2101707,barreirinhas,MA,1886,1281,998,747,1270
2005,2101731,belagua,MA,176,173,134,112,271
2005,2101772,bela vista do maranhao,MA,337,319,170,104,309
2005,2101806,benedito leite,MA,151,101,103,74,45
2005,2101905,bequimao,MA,578,518,567,505,1297
2005,2101939,bernardo do mearim,MA,132,118,84,89,320
2005,2101970,boa vista do gurupi,MA,221,158,77,59,283
2005,2102002,bom jardim,MA,818,570,413,255,799
2005,2102036,bom jesus das selvas,MA,553,299,215,169,497
2005,2102077,bom lugar,MA,318,334,329,205,288
2005,2102101,brejo,MA,906,729,625,624,1474
2005,2102150,brejo de areia,MA,357,247,234,196,210
2005,2102200,buriti,MA,725,638,528,462,1127
2005,2102309,buriti bravo,MA,829,612,392,298,788
2005,2102325,buriticupu,MA,102,126,91,72,1953
2005,2102358,buritirana,MA,411,339,329,269,601
2005,2102374,cachoeira grande,MA,261,216,166,158,194
2005,2102408,cajapio,MA,265,234,176,114,688
2005,2102507,cajari,MA,484,397,324,251,361
2005,2102556,campestre do maranhao,MA,334,300,303,264,465
2005,2102606,candido mendes,MA,658,380,405,253,733
2005,2102705,cantanhede,MA,512,348,363,228,552
2005,2102754,capinzal do norte,MA,252,221,166,189,363
2005,2102804,carolina,MA,593,445,353,312,878
2005,2102903,carutapera,MA,750,686,506,406,754
2005,2103000,caxias,MA,3843,3265,2842,2842,6238
2005,2103109,cedral,MA,259,196,241,183,568
2005,2103125,central do maranhao,MA,243,210,163,119,362
2005,2103158,centro do guilherme,MA,173,115,79,66,182
2005,2103174,centro novo do maranhao,MA,355,483,251,141,280
2005,2103208,chapadinha,MA,1737,1369,1024,994,3745
2005,2103257,cidelandia,MA,374,253,240,270,532
2005,2103307,codo,MA,3141,2416,1874,1548,4191
2005,2103406,coelho neto,MA,1526,1420,863,695,1631
2005,2103505,colinas,MA,906,737,656,558,1292
