ano,mun,uf,codmun,matriculas_6ano_9ano,matriculas_EM
2010,teodoro sampaio,BA,2931400,576,290
2010,teodoro sampaio,SP,3554300,1730,950
2010,teofilândia,BA,2931509,2308,1151
2010,teófilo otoni,MG,3168606,10648,6366
2010,teolândia,BA,2931608,1090,577
2010,teotônio vilela,AL,2709152,4997,2052
2010,terenos,MS,5008008,1268,586
2010,teresina,PI,2211001,56823,56918
2010,teresina de goiás,GO,5221080,288,147
2010,teresópolis,RJ,3305802,11674,5876
2010,terezinha,PE,2615102,667,202
2010,terezópolis de goiás,GO,5221197,574,316
2010,terra alta,PA,1507961,956,733
2010,terra boa,PR,4127205,1054,697
2010,terra de areia,RS,4321436,673,305
2010,terra nova,BA,2931707,1106,621
2010,terra nova,PE,2615201,750,423
2010,terra nova do norte,MT,5108055,1075,562
2010,terra rica,PR,4127304,1027,651
2010,terra roxa,PR,4127403,1154,674
2010,terra roxa,SP,3554409,515,395
2010,terra santa,PA,1507979,1556,926
2010,tesouro,MT,5108105,173,116
2010,teutônia,RS,4321451,1772,1120
2010,theobroma,RO,1101609,907,416
2010,tianguá,CE,2313401,5987,3517
2010,tibagi,PR,4127502,1932,852
2010,tibau,RN,2411056,309,171
2010,tibau do sul,RN,2414209,837,446
2010,tietê,SP,3554508,2377,1679
2010,tigrinhos,SC,4217956,124,91
2010,tijucas,SC,4218004,2355,1161
2010,tijucas do sul,PR,4127601,1358,543
2010,timbaúba,PE,2615300,4602,2939
2010,timbaúba dos batistas,RN,2414308,200,104
2010,timbé do sul,SC,4218103,380,179
2010,timbiras,MA,2112100,2144,1120
2010,timbó,SC,4218202,2342,1333
2010,timbó grande,SC,4218251,866,309
2010,timburi,SP,3554607,196,147
2010,timon,MA,2112209,12404,5563
2010,timóteo,MG,3168705,5438,3793
2010,tio hugo,RS,4321469,176,107
2010,tiradentes,MG,3168804,405,146
2010,tiradentes do sul,RS,4321477,498,203
2010,tiros,MG,3168903,448,258
2010,tobias barreto,SE,2807402,4268,1738
2010,tocantínia,TO,1721109,685,282
2010,tocantinópolis,TO,1721208,2206,1262
2010,tocantins,MG,3169000,1037,679
2010,tocos do moji,MG,3169059,262,242
2010,toledo,MG,3169109,397,220
2010,toledo,PR,4127700,9319,6007
2010,tomar do geru,SE,2807501,1440,462
2010,tomazina,PR,4127809,594,446
2010,tombos,MG,3169208,444,251
2010,tomé-açu,PA,1508001,4835,2549
2010,tonantins,AM,1304237,1498,566
2010,toritama,PE,2615409,3109,949
2010,torixoréu,MT,5108204,294,186
2010,toropi,RS,4321493,207,133
2010,torre de pedra,SP,3554656,175,112
2010,torres,RS,4321501,2566,1336
2010,torrinha,SP,3554706,573,342
2010,touros,RN,2414407,2869,1424
2010,trabiju,SP,3554755,151,66
2010,tracuateua,PA,1508035,2364,1133
2010,tracunhaém,PE,2615508,803,383
2010,traipu,AL,2709202,2273,635
2010,trairão,PA,1508050,1055,453
2010,trairi,CE,2313500,4839,3190
2010,trajano de moraes,RJ,3305901,711,384
2010,tramandaí,RS,4321600,3355,1711
2010,travesseiro,RS,4321626,113,67
2010,tremedal,BA,2931806,1723,801
2010,tremembé,SP,3554805,2492,1211
2010,três arroios,RS,4321634,110,137
2010,três barras,SC,4218301,1536,657
2010,três barras do paraná,PR,4127858,1034,730
2010,três cachoeiras,RS,4321667,711,367
2010,três corações,MG,3169307,5042,3392
2010,três coroas,RS,4321709,1714,834
2010,três de maio,RS,4321808,1464,1132
2010,três forquilhas,RS,4321832,221,101
2010,três fronteiras,SP,3554904,333,200
2010,três lagoas,MS,5008305,7940,3308
2010,três marias,MG,3169356,2120,1405
2010,três palmeiras,RS,4321857,339,234
2010,três passos,RS,4321907,1556,1035
2010,três pontas,MG,3169406,3842,2234
2010,três ranchos,GO,5221304,178,137
2010,três rios,RJ,3306008,4974,2442
2010,treviso,SC,4218350,229,93
2010,treze de maio,SC,4218400,453,265
2010,treze tílias,SC,4218509,440,231
2010,trindade,GO,5221403,7628,3931
2010,trindade,PE,2615607,2547,1141
2010,trindade do sul,RS,4321956,500,214
2010,triunfo,PB,2516805,726,278
2010,triunfo,PE,2615706,1386,911
2010,triunfo,RS,4322004,2134,1335
2010,triunfo potiguar,RN,2414456,324,241
2010,trizidela do vale,MA,2112233,1451,603
2010,trombas,GO,5221452,279,177
2010,trombudo central,SC,4218608,411,226
2010,tubarão,SC,4218707,6248,3945
2010,tucano,BA,2931905,4081,1590
2010,tucumã,PA,1508084,2523,1603
2010,tucunduva,RS,4322103,300,215
2010,tucuruí,PA,1508100,8215,3771
2010,tufilândia,MA,2112274,639,330
2010,tuiuti,SP,3554953,393,219
2010,tumiritinga,MG,3169505,533,304
2010,tunápolis,SC,4218756,347,224
2010,tunas,RS,4322152,365,223
2010,tunas do paraná,PR,4127882,710,234
2010,tuneiras do oeste,PR,4127908,653,472
2010,tuntum,MA,2112308,3442,1503
2010,tupã,SP,3555000,3852,2801
2010,tupaciguara,MG,3169604,1529,798
2010,tupanatinga,PE,2615805,2230,862
2010,tupanci do sul,RS,4322186,145,64
2010,tupanciretã,RS,4322202,1851,830
2010,tupandi,RS,4322251,250,128
2010,tuparendi,RS,4322301,504,270
2010,tuparetama,PE,2615904,827,522
2010,tupãssi,PR,4127957,533,310
2010,tupi paulista,SP,3555109,772,589
2010,tupirama,TO,1721257,141,55
2010,tupiratins,TO,1721307,238,96
2010,turiaçu,MA,2112407,3631,1564
2010,turilândia,MA,2112456,1435,598
2010,turiúba,SP,3555208,95,76
2010,turmalina,MG,3169703,1584,851
2010,turmalina,SP,3555307,112,79
2010,turuçu,RS,4322327,201,171
2010,tururu,CE,2313559,1538,949
2010,turvânia,GO,5221502,310,248
2010,turvelândia,GO,5221551,347,226
2010,turvo,PR,4127965,1402,720
2010,turvo,SC,4218806,837,510
2010,turvolândia,MG,3169802,285,165
2010,tutóia,MA,2112506,5919,2792
2010,uarini,AM,1304260,863,244
2010,uauá,BA,2932002,2450,1375
2010,ubá,MG,3169901,6637,3330
2010,ubaí,MG,3170008,1178,645
2010,ubaíra,BA,2932101,1658,545
2010,ubaitaba,BA,2932200,1708,770
2010,ubajara,CE,2313609,2572,1772
2010,ubaporanga,MG,3170057,866,337
2010,ubarana,SP,3555356,414,223
2010,ubatã,BA,2932309,1345,666
2010,ubatuba,SP,3555406,6531,3975
2010,uberaba,MG,3170107,17545,11241
2010,uberlândia,MG,3170206,37660,24107
2010,ubirajara,SP,3555505,311,189
2010,ubiratã,PR,4128005,1572,1120
2010,ubiretama,RS,4322343,168,102
2010,uchoa,SP,3555604,550,311
2010,uibaí,BA,2932408,857,672
2010,uiramutã,RR,1400704,839,321
2010,uirapuru,GO,5221577,277,179
2010,uiraúna,PB,2516904,1098,539
2010,ulianópolis,PA,1508126,2329,818
2010,umari,CE,2313708,529,294
2010,umarizal,RN,2414506,920,622
2010,umbaúba,SE,2807600,2403,1216
2010,umburanas,BA,2932457,1137,501
2010,umburatiba,MG,3170305,210,118
2010,umbuzeiro,PB,2517001,689,312
2010,umirim,CE,2313757,1660,812
2010,umuarama,PR,4128104,6472,4652
2010,una,BA,2932507,1808,1282
2010,unaí,MG,3170404,5179,4149
2010,união,PI,2211100,3480,2339
2010,união da serra,RS,4322350,74,49
2010,união da vitória,PR,4128203,4275,2488
2010,união de minas,MG,3170438,272,159
2010,união do oeste,SC,4218855,232,107
2010,união do sul,MT,5108303,307,278
2010,união dos palmares,AL,2709301,6669,2990
2010,união paulista,SP,3555703,115,66
2010,uniflor,PR,4128302,208,115
2010,unistalda,RS,4322376,243,143
2010,upanema,RN,2414605,862,391
2010,uraí,PR,4128401,890,584
2010,urandi,BA,2932606,1291,554
2010,urânia,SP,3555802,441,295
2010,urbano santos,MA,2112605,2481,1463
2010,uru,SP,3555901,115,68
2010,uruaçu,GO,5221601,2672,1601
2010,uruana,GO,5221700,903,582
2010,uruana de minas,MG,3170479,363,194
2010,uruará,PA,1508159,3081,1579
2010,urubici,SC,4218905,876,322
2010,uruburetama,CE,2313807,1970,1230
2010,urucânia,MG,3170503,857,490
2010,urucará,AM,1304302,1398,920
2010,uruçuca,BA,2932705,1735,880
2010,uruçuí,PI,2211209,1575,1020
2010,urucuia,MG,3170529,926,535
2010,urucurituba,AM,1304401,1597,777
2010,uruguaiana,RS,4322400,10425,5835
2010,uruoca,CE,2313906,1264,562
2010,urupá,RO,1101708,1128,644
2010,urupema,SC,4218954,194,81
2010,urupês,SP,3556008,723,583
2010,urussanga,SC,4219002,1243,594
2010,urutaí,GO,5221809,184,408
2010,utinga,BA,2932804,2090,743
2010,vacaria,RS,4322509,4396,2337
2010,vale de são domingos,MT,5108352,361,156
2010,vale do anari,RO,1101757,747,318
2010,vale do paraíso,RO,1101807,867,448
2010,vale do sol,RS,4322533,807,196
2010,vale real,RS,4322541,325,148
2010,vale verde,RS,4322525,224,124
2010,valença,BA,2932903,6479,3707
2010,valença,RJ,3306107,4846,2625
2010,valença do piauí,PI,2211308,1459,1097
2010,valente,BA,2933000,1750,1018
2010,valentim gentil,SP,3556107,658,445
2010,valinhos,SP,3556206,7577,5035
2010,valparaíso,SP,3556305,1414,855
2010,valparaíso de goiás,GO,5221858,8839,5061
2010,vanini,RS,4322558,124,96
2010,vargeão,SC,4219101,272,160
2010,vargem,SC,4219150,250,105
2010,vargem,SP,3556354,691,374
2010,vargem alegre,MG,3170578,494,276
2010,vargem alta,ES,3205036,1405,669
2010,vargem bonita,MG,3170602,130,83
2010,vargem bonita,SC,4219176,499,222
2010,vargem grande,MA,2112704,3700,1471
2010,vargem grande do rio pardo,MG,3170651,444,226
2010,vargem grande do sul,SP,3556404,2446,1432
2010,vargem grande paulista,SP,3556453,3544,2017
2010,varginha,MG,3170701,7936,5685
2010,varjão,GO,5221908,314,187
2010,varjão de minas,MG,3170750,495,342
2010,varjota,CE,2313955,1716,716
2010,varre-sai,RJ,3306156,743,340
2010,várzea,PB,2517100,141,89
2010,várzea,RN,2414704,413,193
2010,várzea alegre,CE,2314003,2777,1792
2010,várzea branca,PI,2211357,396,165
2010,várzea da palma,MG,3170800,2735,1473
2010,várzea da roça,BA,2933059,1303,401
2010,várzea do poço,BA,2933109,782,319
2010,várzea grande,MT,5108402,17188,12186
2010,várzea grande,PI,2211407,289,183
2010,várzea nova,BA,2933158,1191,622
2010,várzea paulista,SP,3556503,6205,4127
2010,varzedo,BA,2933174,938,330
2010,varzelândia,MG,3170909,2038,976
2010,vassouras,RJ,3306206,2256,1249
2010,vazante,MG,3171006,1426,990
2010,venâncio aires,RS,4322608,4273,2203
2010,venda nova do imigrante,ES,3205069,1526,974
2010,venha-ver,RN,2414753,324,200
2010,ventania,PR,4128534,819,429
2010,venturosa,PE,2616001,1137,605
2010,vera,MT,5108501,841,454
2010,vera cruz,BA,2933208,2887,1084
2010,vera cruz,RN,2414803,1099,601
2010,vera cruz,RS,4322707,1674,1008
2010,vera cruz,SP,3556602,667,584
2010,vera cruz do oeste,PR,4128559,746,468
2010,vera mendes,PI,2211506,490,143
2010,veranópolis,RS,4322806,1276,988
2010,verdejante,PE,2616100,844,543
2010,verdelândia,MG,3171030,885,526
2010,verê,PR,4128609,565,366
2010,vereda,BA,2933257,621,294
2010,veredinha,MG,3171071,411,394
2010,veríssimo,MG,3171105,219,139
2010,vermelho novo,MG,3171154,404,210
2010,vertente do lério,PE,2616183,598,238
2010,vertentes,PE,2616209,1282,570
2010,vespasiano,MG,3171204,7406,3485
2010,vespasiano corrêa,RS,4322855,85,50
2010,viadutos,RS,4322905,293,227
2010,viamão,RS,4323002,18897,8587
2010,viana,ES,3205101,4823,2624
2010,viana,MA,2112803,4351,2349
2010,vianópolis,GO,5222005,903,552
2010,vicência,PE,2616308,2364,1206
2010,vicente dutra,RS,4323101,402,187
2010,vicentina,MS,5008404,468,249
2010,vicentinópolis,GO,5222054,468,290
2010,viçosa,AL,2709400,2640,1527
2010,viçosa,MG,3171303,4640,3503
2010,viçosa,RN,2414902,116,72
2010,viçosa do ceará,CE,2314102,5625,2706
2010,victor graeff,RS,4323200,187,127
2010,vidal ramos,SC,4219200,518,243
2010,videira,SC,4219309,3533,1919
2010,vieiras,MG,3171402,256,195
2010,vieirópolis,PB,2517209,371,164
2010,vigia,PA,1508209,3672,2362
2010,vila bela da santíssima trindade,MT,5105507,1236,649
2010,vila boa,GO,5222203,389,223
2010,vila flor,RN,2415008,350,149
2010,vila flores,RS,4323309,193,109
2010,vila lângaro,RS,4323358,154,89
2010,vila maria,RS,4323408,237,176
2010,vila nova do piauí,PI,2211605,191,130
2010,vila nova do sul,RS,4323457,315,132
2010,vila nova dos martírios,MA,2112852,842,499
2010,vila pavão,ES,3205150,696,440
2010,vila propício,GO,5222302,444,237
2010,vila rica,MT,5108600,1622,807
2010,vila valério,ES,3205176,988,571
2010,vila velha,ES,3205200,26365,14274
2010,vilhena,RO,1100304,6273,3035
2010,vinhedo,SP,3556701,4360,2413
2010,viradouro,SP,3556800,1157,790
2010,virgem da lapa,MG,3171600,1082,623
2010,virgínia,MG,3171709,461,284
2010,virginópolis,MG,3171808,946,432
2010,virgolândia,MG,3171907,472,316
2010,virmond,PR,4128658,314,200
2010,visconde do rio branco,MG,3172004,2446,1219
2010,viseu,PA,1508308,3209,2423
2010,vista alegre,RS,4323507,223,115
2010,vista alegre do alto,SP,3556909,411,224
2010,vista alegre do prata,RS,4323606,71,52
2010,vista gaúcha,RS,4323705,207,142
2010,vista serrana,PB,2505501,290,92
2010,vitor meireles,SC,4219358,461,275
2010,vitória,ES,3205309,20785,16727
2010,vitória brasil,SP,3556958,92,68
2010,vitória da conquista,BA,2933307,23397,13018
2010,vitória das missões,RS,4323754,253,146
2010,vitória de santo antão,PE,2616407,11663,7214
2010,vitória do jari,AP,1600808,1208,668
2010,vitória do mearim,MA,2112902,3160,1778
2010,vitória do xingu,PA,1508357,816,432
2010,vitorino,PR,4128708,452,257
2010,vitorino freire,MA,2113009,2789,1296
2010,volta grande,MG,3172103,336,114
2010,volta redonda,RJ,3306305,18451,12563
2010,votorantim,SP,3557006,6990,3882
2010,votuporanga,SP,3557105,5141,3567
2010,wagner,BA,2933406,1053,314
2010,wall ferraz,PI,2211704,310,254
2010,wanderlândia,TO,1722081,883,382
2010,wanderley,BA,2933455,1101,374
2010,wenceslau braz,MG,3172202,194,113
2010,wenceslau braz,PR,4128500,1564,1038
2010,wenceslau guimarães,BA,2933505,1973,563
2010,westfália,RS,4323770,160,108
2010,witmarsum,SC,4219408,278,135
2010,xambioá,TO,1722107,1047,487
2010,xambrê,PR,4128807,420,239
2010,xangri-lá,RS,4323804,959,399
2010,xanxerê,SC,4219507,3421,2316
2010,xapuri,AC,1200708,1145,686
2010,xavantina,SC,4219606,253,128
2010,xaxim,SC,4219705,1889,986
2010,xexéu,PE,2616506,1442,696
2010,xinguara,PA,1508407,3469,2033
2010,xique-xique,BA,2933604,4492,1974
2010,zabelê,PB,2517407,139,89
2010,zacarias,SP,3557154,135,96
2010,zé doca,MA,2114007,3918,3490
2010,zortéa,SC,4219853,243,115
2011,abadia de goiás,GO,5200050,528,321
2011,abadia dos dourados,MG,3100104,421,280
2011,abadiânia,GO,5200100,944,694
2011,abaeté,MG,3100203,1559,868
2011,abaetetuba,PA,1500107,13045,7123
2011,abaiara,CE,2300101,689,400
2011,abaíra,BA,2900108,528,425
2011,abaré,BA,2900207,1638,889
2011,abatiá,PR,4100103,589,408
2011,abdon batista,SC,4200051,164,107
2011,abel figueiredo,PA,1500131,541,276
2011,abelardo luz,SC,4200101,1189,568
2011,abre campo,MG,3100302,896,424
2011,abreu e lima,PE,2600054,7055,4113
2011,abreulândia,TO,1700251,204,115
2011,acaiaca,MG,3100401,359,380
2011,açailândia,MA,2100055,9076,5778
2011,acajutiba,BA,2900306,1199,422
2011,acará,PA,1500206,3836,2107
2011,acarape,CE,2300150,1018,352
2011,acaraú,CE,2300200,4875,2813
2011,acari,RN,2400109,732,449
2011,acauã,PI,2200053,576,200
2011,aceguá,RS,4300034,326,204
2011,acopiara,CE,2300309,3616,1960
2011,acorizal,MT,5100102,483,380
2011,acrelândia,AC,1200013,1266,572
2011,acreúna,GO,5200134,1344,828
2011,açu,RN,2400208,4577,2620
2011,açucena,MG,3100500,824,441
2011,adamantina,SP,3500105,1899,1734
2011,adelândia,GO,5200159,164,126
2011,adolfo,SP,3500204,234,156
2011,adrianópolis,PR,4100202,600,411
2011,adustina,BA,2900355,1272,713
2011,afogados da ingazeira,PE,2600104,2577,2199
2011,afonso bezerra,RN,2400307,657,431
2011,afonso cláudio,ES,3200102,1950,1014
2011,afonso cunha,MA,2100105,765,295
2011,afrânio,PE,2600203,1812,931
2011,afuá,PA,1500305,4337,916
2011,agrestina,PE,2600302,1784,875
2011,agricolândia,PI,2200103,346,294
2011,agrolândia,SC,4200200,540,314
2011,agronômica,SC,4200309,248,189
2011,água azul do norte,PA,1500347,1066,501
2011,água boa,MG,3100609,1473,566
2011,água boa,MT,5100201,1650,1029
2011,água branca,AL,2700102,1806,907
2011,água branca,PB,2500106,990,307
2011,água branca,PI,2200202,1407,669
2011,água clara,MS,5000203,1257,612
2011,água comprida,MG,3100708,123,53
2011,água doce,SC,4200408,430,340
2011,água doce do maranhão,MA,2100154,889,629
2011,água doce do norte,ES,3200169,1015,646
2011,água fria,BA,2900405,1390,769
2011,água fria de goiás,GO,5200175,353,213
2011,água limpa,GO,5200209,148,91
2011,água nova,RN,2400406,181,165
2011,água preta,PE,2600401,2715,1117
2011,água santa,RS,4300059,234,133
2011,aguaí,SP,3500303,2085,1121
2011,aguanil,MG,3100807,278,146
2011,águas belas,PE,2600500,3260,1613
2011,águas da prata,SP,3500402,326,206
2011,águas de chapecó,SC,4200507,304,196
2011,águas de lindóia,SP,3500501,1155,546
2011,águas de santa bárbara,SP,3500550,384,236
2011,águas de são pedro,SP,3500600,344,207
2011,águas formosas,MG,3100906,1527,860
2011,águas frias,SC,4200556,215,112
2011,águas lindas de goiás,GO,5200258,12591,5480
2011,águas mornas,SC,4200606,352,221
2011,águas vermelhas,MG,3101003,1096,503
2011,agudo,RS,4300109,1051,484
2011,agudos,SP,3500709,2558,1581
2011,agudos do sul,PR,4100301,688,399
2011,águia branca,ES,3200136,756,397
2011,aguiar,PB,2500205,481,221
2011,aguiarnópolis,TO,1700301,520,249
2011,aimorés,MG,3101102,1719,852
2011,aiquara,BA,2900603,315,186
2011,aiuaba,CE,2300408,1348,580
2011,aiuruoca,MG,3101201,324,212
2011,ajuricaba,RS,4300208,413,252
2011,alagoa,MG,3101300,221,126
2011,alagoa grande,PB,2500304,2231,1059
2011,alagoa nova,PB,2500403,1472,518
2011,alagoinha,PB,2500502,1174,488
2011,alagoinha,PE,2600609,1105,661
2011,alagoinha do piauí,PI,2200251,368,173
2011,alagoinhas,BA,2900702,10529,5342
2011,alambari,SP,3500758,393,236
2011,albertina,MG,3101409,196,121
2011,alcântara,MA,2100204,1752,576
2011,alcântaras,CE,2300507,999,411
2011,alcantil,PB,2500536,402,155
2011,alcinópolis,MS,5000252,337,157
2011,alcobaça,BA,2900801,1755,696
2011,aldeias altas,MA,2100303,2074,677
2011,alecrim,RS,4300307,468,268
2011,alegre,ES,3200201,1956,1478
2011,alegrete,RS,4300406,5684,3773
2011,alegrete do piauí,PI,2200277,373,161
2011,alegria,RS,4300455,264,169
2011,além paraíba,MG,3101508,2182,1374
2011,alenquer,PA,1500404,5186,2292
2011,alexandria,RN,2400505,758,447
2011,alexânia,GO,5200308,1909,1051
2011,alfenas,MG,3101607,4531,3196
2011,alfredo chaves,ES,3200300,820,439
2011,alfredo marcondes,SP,3500808,219,148
2011,alfredo vasconcelos,MG,3101631,434,295
2011,alfredo wagner,SC,4200705,559,362
2011,algodão de jandaíra,PB,2500577,246,104
2011,alhandra,PB,2500601,1785,741
2011,aliança,PE,2600708,2700,1546
2011,aliança do tocantins,TO,1700350,560,237
2011,almadina,BA,2900900,511,168
2011,almas,TO,1700400,824,383
2011,almeirim,PA,1500503,2971,1894
2011,almenara,MG,3101706,2781,1744
2011,almino afonso,RN,2400604,228,245
2011,almirante tamandaré,PR,4100400,7400,3327
2011,almirante tamandaré do sul,RS,4300471,115,75
2011,aloândia,GO,5200506,125,64
2011,alpercata,MG,3101805,623,369
2011,alpestre,RS,4300505,583,311
2011,alpinópolis,MG,3101904,1230,868
2011,alta floresta,MT,5100250,4004,2608
2011,alta floresta d'oeste,RO,1100015,2241,1048
2011,altair,SP,3500907,246,168
2011,altamira,PA,1500602,8059,5926
2011,altamira do maranhão,MA,2100402,549,359
2011,altamira do paraná,PR,4100459,352,255
2011,altaneira,CE,2300606,627,370
2011,alterosa,MG,3102001,868,439
2011,altinho,PE,2600807,1676,851
2011,altinópolis,SP,3501004,1090,622
2011,alto alegre,RR,1400050,1152,517
2011,alto alegre,RS,4300554,111,60
2011,alto alegre,SP,3501103,223,146
2011,alto alegre do maranhão,MA,2100436,2032,910
2011,alto alegre do pindaré,MA,2100477,3337,1926
2011,alto alegre dos parecis,RO,1100379,1154,544
2011,alto araguaia,MT,5100300,1116,624
2011,alto bela vista,SC,4200754,120,94
2011,alto boa vista,MT,5100359,417,192
2011,alto caparaó,MG,3102050,297,197
2011,alto do rodrigues,RN,2400703,716,688
2011,alto feliz,RS,4300570,174,65
2011,alto garças,MT,5100409,693,333
2011,alto horizonte,GO,5200555,336,232
2011,alto jequitibá,MG,3153509,589,356
2011,alto longá,PI,2200301,876,460
2011,alto paraguai,MT,5100508,539,400
2011,alto paraíso,PR,4128625,246,152
2011,alto paraíso,RO,1100403,1472,646
2011,alto paraíso de goiás,GO,5200605,542,295
2011,alto paraná,PR,4100608,879,550
2011,alto parnaíba,MA,2100501,983,321
2011,alto piquiri,PR,4100707,752,375
2011,alto rio doce,MG,3102100,843,615
2011,alto rio novo,ES,3200359,508,344
2011,alto santo,CE,2300705,1024,500
2011,alto taquari,MT,5100607,691,341
2011,altônia,PR,4100509,1330,737
2011,altos,PI,2200400,2986,2050
2011,alumínio,SP,3501152,1572,823
2011,alvarães,AM,1300029,1198,580
2011,alvarenga,MG,3102209,364,232
2011,álvares florence,SP,3501202,210,138
2011,álvares machado,SP,3501301,1575,1046
2011,álvaro de carvalho,SP,3501400,275,145
2011,alvinlândia,SP,3501509,242,133
2011,alvinópolis,MG,3102308,1047,870
2011,alvorada,RS,4300604,15769,7329
2011,alvorada,TO,1700707,668,495
2011,alvorada d'oeste,RO,1100346,1519,869
2011,alvorada de minas,MG,3102407,397,165
2011,alvorada do gurguéia,PI,2200459,421,218
2011,alvorada do norte,GO,5200803,695,435
2011,alvorada do sul,PR,4100806,645,396
2011,amajari,RR,1400027,697,259
2011,amambai,MS,5000609,2764,1218
2011,amapá,AP,1600105,851,487
2011,amapá do maranhão,MA,2100550,619,478
2011,amaporã,PR,4100905,483,260
2011,amaraji,PE,2600906,1829,581
2011,amaral ferrador,RS,4300638,447,334
2011,amaralina,GO,5200829,247,144
2011,amarante,PI,2200509,1268,713
2011,amarante do maranhão,MA,2100600,3382,1588
2011,amargosa,BA,2901007,2661,1056
2011,amaturá,AM,1300060,1026,308
2011,amélia rodrigues,BA,2901106,1862,874
2011,américa dourada,BA,2901155,1321,817
2011,americana,SP,3501608,13059,10161
2011,americano do brasil,GO,5200852,406,280
2011,américo brasiliense,SP,3501707,2694,1553
2011,américo de campos,SP,3501806,397,266
2011,ametista do sul,RS,4300646,563,332
2011,amontada,CE,2300754,3582,2534
2011,amorinópolis,GO,5200902,221,185
2011,amparo,PB,2500734,157,119
2011,amparo,SP,3501905,3954,2776
2011,amparo do são francisco,SE,2800100,177,88
2011,amparo do serra,MG,3102506,398,197
2011,ampére,PR,4101002,1379,773
2011,anadia,AL,2700201,1775,751
2011,anagé,BA,2901205,1593,843
2011,anahy,PR,4101051,217,150
2011,anajás,PA,1500701,2381,661
2011,anajatuba,MA,2100709,2058,899
2011,analândia,SP,3502002,276,170
2011,anamã,AM,1300086,1005,597
2011,ananás,TO,1701002,970,540
2011,ananindeua,PA,1500800,35180,21490
2011,anápolis,GO,5201108,22966,16092
2011,anapu,PA,1500859,1774,773
2011,anapurus,MA,2100808,1454,895
2011,anastácio,MS,5000708,1683,777
2011,anaurilândia,MS,5000807,713,330
2011,anchieta,ES,3200409,1764,842
2011,anchieta,SC,4200804,413,271
2011,andaraí,BA,2901304,1168,661
2011,andirá,PR,4101101,1518,784
2011,andorinha,BA,2901353,1359,583
2011,andradas,MG,3102605,2081,1423
2011,andradina,SP,3502101,3434,2440
2011,andré da rocha,RS,4300661,76,35
2011,andrelândia,MG,3102803,777,425
2011,angatuba,SP,3502200,1533,819
2011,angelândia,MG,3102852,790,659
2011,angélica,MS,5000856,681,345
2011,angelim,PE,2601003,808,348
2011,angelina,SC,4200903,327,188
2011,angical,BA,2901403,1379,879
2011,angical do piauí,PI,2200608,573,572
2011,angico,TO,1701051,301,152
2011,angicos,RN,2400802,713,499
2011,angra dos reis,RJ,3300100,12008,7324
2011,anguera,BA,2901502,670,271
2011,ângulo,PR,4101150,187,111
2011,anhanguera,GO,5201207,61,38
2011,anhembi,SP,3502309,495,233
2011,anhumas,SP,3502408,271,172
2011,anicuns,GO,5201306,1285,818
2011,anísio de abreu,PI,2200707,653,389
2011,anita garibaldi,SC,4201000,619,369
2011,anitápolis,SC,4201109,228,94
2011,anori,AM,1300102,1180,566
2011,anta gorda,RS,4300703,341,221
2011,antas,BA,2901601,822,574
2011,antonina,PR,4101200,1653,791
2011,antonina do norte,CE,2300804,718,312
2011,antônio almeida,PI,2200806,251,95
2011,antônio cardoso,BA,2901700,967,277
2011,antônio carlos,MG,3102902,609,452
2011,antônio carlos,SC,4201208,486,432
2011,antônio dias,MG,3103009,814,512
2011,antônio gonçalves,BA,2901809,820,419
2011,antônio joão,MS,5000906,769,358
2011,antônio martins,RN,2400901,427,229
2011,antônio olinto,PR,4101309,647,298
2011,antônio prado,RS,4300802,832,491
2011,antônio prado de minas,MG,3103108,105,66
2011,aparecida,PB,2500775,546,205
2011,aparecida,SP,3502507,2626,1620
2011,aparecida d'oeste,SP,3502606,272,158
2011,aparecida de goiânia,GO,5201405,33640,21611
2011,aparecida do rio doce,GO,5201454,225,157
2011,aparecida do rio negro,TO,1701101,387,174
2011,aparecida do taboado,MS,5001003,1583,782
2011,aperibé,RJ,3300159,583,330
2011,apiacá,ES,3200508,410,167
2011,apiacás,MT,5100805,701,405
2011,apiaí,SP,3502705,2263,1464
2011,apicum-açu,MA,2100832,1728,661
2011,apiúna,SC,4201257,674,362
2011,apodi,RN,2401008,2208,1769
2011,aporá,BA,2901908,1312,668
2011,aporé,GO,5201504,255,156
2011,apuarema,BA,2901957,1010,321
2011,apucarana,PR,4101408,8467,5441
2011,apuí,AM,1300144,1229,615
2011,apuiarés,CE,2300903,954,766
2011,aquidabã,SE,2800209,1885,857
2011,aquidauana,MS,5001102,3559,1972
2011,aquiraz,CE,2301000,4850,3247
2011,arabutã,SC,4201273,263,193
2011,araçagi,PB,2500809,1078,646
2011,araçaí,MG,3103207,193,112
2011,aracaju,SE,2800308,39030,25683
2011,araçariguama,SP,3502754,1500,683
2011,araçás,BA,2902054,873,614
2011,aracati,CE,2301109,4990,3596
2011,aracatu,BA,2902005,1139,640
2011,araçatuba,SP,3502804,11125,7550
2011,araci,BA,2902104,4198,1772
2011,aracitaba,MG,3103306,123,88
2011,aracoiaba,CE,2301208,2184,1243
2011,araçoiaba,PE,2601052,1750,933
2011,araçoiaba da serra,SP,3502903,2160,1265
2011,aracruz,ES,3200607,6294,4146
2011,araçu,GO,5201603,278,181
2011,araçuaí,MG,3103405,2978,1777
2011,aragarças,GO,5201702,1098,601
2011,aragoiânia,GO,5201801,637,306
2011,aragominas,TO,1701309,631,253
