ano,mun,uf,codmun,matriculas_6ano_9ano,matriculas_EM
2007,divinópolis de goiás,GO,5208301,545,274
2007,divinópolis do tocantins,TO,1707108,535,288
2007,divisa alegre,MG,3122355,569,190
2007,divisa nova,MG,3122405,445,214
2007,divisópolis,MG,3122454,683,293
2007,dobrada,SP,3514007,570,331
2007,dois córregos,SP,3514106,1483,845
2007,dois irmãos,RS,4306403,1863,930
2007,dois irmãos das missões,RS,4306429,238,111
2007,dois irmãos do buriti,MS,5003488,1082,385
2007,dois irmãos do tocantins,TO,1707207,489,216
2007,dois lajeados,RS,4306452,210,159
2007,dois riachos,AL,2702504,815,295
2007,dois vizinhos,PR,4107207,2917,1917
2007,dolcinópolis,SP,3514205,140,133
2007,dom aquino,MT,5103601,617,267
2007,dom basílio,BA,2910107,779,373
2007,dom bosco,MG,3122470,371,222
2007,dom cavati,MG,3122504,490,259
2007,dom eliseu,PA,1502939,3986,2398
2007,dom expedito lopes,PI,2203404,617,341
2007,dom feliciano,RS,4306502,1001,305
2007,dom inocêncio,PI,2203453,850,322
2007,dom joaquim,MG,3122603,495,199
2007,dom macedo costa,BA,2910206,365,137
2007,dom pedrito,RS,4306601,3035,1827
2007,dom pedro,MA,2103802,2419,1181
2007,dom pedro de alcântara,RS,4306551,184,94
2007,dom silvério,MG,3122702,433,256
2007,dom viçoso,MG,3122801,225,151
2007,domingos martins,ES,3201902,2355,1116
2007,domingos mourão,PI,2203420,349,129
2007,dona emma,SC,4205100,266,151
2007,dona euzébia,MG,3122900,455,204
2007,dona francisca,RS,4306700,289,143
2007,dona inês,PB,2505709,958,588
2007,dores de campos,MG,3123007,570,287
2007,dores de guanhães,MG,3123106,445,225
2007,dores do indaiá,MG,3123205,1035,653
2007,dores do rio preto,ES,3202009,757,358
2007,dores do turvo,MG,3123304,411,224
2007,doresópolis,MG,3123403,144,44
2007,dormentes,PE,2605152,1462,660
2007,douradina,MS,5003504,513,238
2007,douradina,PR,4107256,423,282
2007,dourado,SP,3514304,518,315
2007,douradoquara,MG,3123502,151,74
2007,dourados,MS,5003702,14755,7108
2007,doutor camargo,PR,4107306,389,250
2007,doutor maurício cardoso,RS,4306734,445,233
2007,doutor pedrinho,SC,4205159,220,137
2007,doutor ricardo,RS,4306759,166,76
2007,doutor severiano,RN,2403202,608,413
2007,doutor ulysses,PR,4128633,645,217
2007,doverlândia,GO,5207253,792,328
2007,dracena,SP,3514403,2566,1807
2007,duartina,SP,3514502,898,493
2007,duas barras,RJ,3301603,852,258
2007,duas estradas,PB,2505808,312,143
2007,dueré,TO,1707306,424,233
2007,dumont,SP,3514601,491,350
2007,duque bacelar,MA,2103901,1165,550
2007,duque de caxias,RJ,3301702,74075,42239
2007,durandé,MG,3123528,662,300
2007,echaporã,SP,3514700,465,276
2007,ecoporanga,ES,3202108,1676,871
2007,edealina,GO,5207352,291,164
2007,edéia,GO,5207402,832,469
2007,eirunepé,AM,1301407,3508,948
2007,eldorado,MS,5003751,1120,435
2007,eldorado,SP,3514809,1451,724
2007,eldorado do carajás,PA,1502954,2767,1083
2007,eldorado do sul,RS,4306767,2532,1136
2007,elesbão veloso,PI,2203503,1110,479
2007,elias fausto,SP,3514908,918,623
2007,eliseu martins,PI,2203602,298,282
2007,elisiário,SP,3514924,224,125
2007,elísio medrado,BA,2910305,819,351
2007,elói mendes,MG,3123601,1724,724
2007,emas,PB,2505907,298,162
2007,embaúba,SP,3514957,146,88
2007,embu-guaçu,SP,3515103,5555,3276
2007,embu das artes,SP,3515004,19483,10236
2007,emilianópolis,SP,3515129,209,113
2007,encantado,RS,4306809,1305,817
2007,encanto,RN,2403301,480,246
2007,encruzilhada,BA,2910404,1932,866
2007,encruzilhada do sul,RS,4306908,1873,941
2007,enéas marques,PR,4107405,593,342
2007,engenheiro beltrão,PR,4107504,1007,639
2007,engenheiro caldas,MG,3123700,1000,381
2007,engenheiro coelho,SP,3515152,923,820
2007,engenheiro navarro,MG,3123809,700,401
2007,engenheiro paulo de frontin,RJ,3301801,844,727
2007,engenho velho,RS,4306924,127,91
2007,entre-ijuís,RS,4306932,650,358
2007,entre folhas,MG,3123858,441,222
2007,entre rios,BA,2910503,4151,1787
2007,entre rios,SC,4205175,256,102
2007,entre rios de minas,MG,3123908,1114,577
2007,entre rios do oeste,PR,4107538,287,196
2007,entre rios do sul,RS,4306957,257,115
2007,envira,AM,1301506,915,314
2007,epitaciolândia,AC,1200252,1141,453
2007,equador,RN,2403400,463,292
2007,erebango,RS,4306973,244,131
2007,erechim,RS,4307005,6291,4232
2007,ereré,CE,2304277,608,276
2007,érico cardoso,BA,2900504,831,404
2007,ermo,SC,4205191,209,119
2007,ernestina,RS,4307054,174,117
2007,erval grande,RS,4307203,416,192
2007,erval seco,RS,4307302,649,273
2007,erval velho,SC,4205209,312,129
2007,ervália,MG,3124005,1391,617
2007,escada,PE,2605202,5388,2908
2007,esmeralda,RS,4307401,327,114
2007,esmeraldas,MG,3124104,4680,2069
2007,espera feliz,MG,3124203,1744,591
2007,esperança,PB,2506004,2496,1077
2007,esperança do sul,RS,4307450,227,135
2007,esperança nova,PR,4107520,128,97
2007,esperantina,PI,2203701,3174,2581
2007,esperantina,TO,1707405,1040,457
2007,esperantinópolis,MA,2104008,2059,1050
2007,espigão alto do iguaçu,PR,4107546,457,243
2007,espigão d'oeste,RO,1100098,2215,1135
2007,espinosa,MG,3124302,2937,1502
2007,espírito santo,RN,2403509,631,305
2007,espírito santo do dourado,MG,3124401,283,149
2007,espírito santo do pinhal,SP,3515186,2705,1557
2007,espírito santo do turvo,SP,3515194,324,202
2007,esplanada,BA,2910602,2691,1447
2007,espumoso,RS,4307500,1162,649
2007,estação,RS,4307559,415,274
2007,estância,SE,2802106,5626,2729
2007,estância velha,RS,4307609,3323,1689
2007,esteio,RS,4307708,5959,3348
2007,estiva,MG,3124500,654,374
2007,estiva gerbi,SP,3557303,686,392
2007,estreito,MA,2104057,2537,1210
2007,estrela,RS,4307807,2093,1345
2007,estrela d'oeste,SP,3515202,495,372
2007,estrela dalva,MG,3124609,199,79
2007,estrela de alagoas,AL,2702553,1524,374
2007,estrela do indaiá,MG,3124708,238,117
2007,estrela do norte,GO,5207501,264,167
2007,estrela do norte,SP,3515301,220,140
2007,estrela do sul,MG,3124807,486,273
2007,estrela velha,RS,4307815,320,104
2007,euclides da cunha,BA,2910701,5772,2988
2007,euclides da cunha paulista,SP,3515350,896,546
2007,eugênio de castro,RS,4307831,225,112
2007,eugenópolis,MG,3124906,655,392
2007,eunápolis,BA,2910727,7906,4563
2007,eusébio,CE,2304285,4213,2315
2007,ewbank da câmara,MG,3125002,330,210
2007,extrema,MG,3125101,1875,1064
2007,extremoz,RN,2403608,1808,1084
2007,exu,PE,2605301,2815,1947
2007,fagundes,PB,2506103,1305,381
2007,fagundes varela,RS,4307864,143,111
2007,faina,GO,5207535,664,302
2007,fama,MG,3125200,156,103
2007,faria lemos,MG,3125309,267,127
2007,farias brito,CE,2304301,2114,1034
2007,faro,PA,1503002,962,315
2007,farol,PR,4107553,322,212
2007,farroupilha,RS,4307906,4240,2600
2007,fartura,SP,3515400,1045,686
2007,fartura do piauí,PI,2203750,481,250
2007,fátima,BA,2910750,1983,662
2007,fátima,TO,1707553,332,207
2007,fátima do sul,MS,5003801,1362,829
2007,faxinal,PR,4107603,1432,749
2007,faxinal do soturno,RS,4308003,498,206
2007,faxinal dos guedes,SC,4205308,800,404
2007,faxinalzinho,RS,4308052,254,158
2007,fazenda nova,GO,5207600,560,297
2007,fazenda rio grande,PR,4107652,7287,3223
2007,fazenda vilanova,RS,4308078,248,154
2007,feijó,AC,1200302,1585,752
2007,feira da mata,BA,2910776,445,201
2007,feira de santana,BA,2910800,40660,24177
2007,feira grande,AL,2702603,2200,667
2007,feira nova,PE,2605400,1831,905
2007,feira nova,SE,2802205,457,267
2007,feira nova do maranhão,MA,2104073,869,277
2007,felício dos santos,MG,3125408,711,262
2007,felipe guerra,RN,2403707,591,375
2007,felisburgo,MG,3125606,635,198
2007,felixlândia,MG,3125705,1205,533
2007,feliz,RS,4308102,789,496
2007,feliz deserto,AL,2702702,414,154
2007,feliz natal,MT,5103700,988,561
2007,fênix,PR,4107702,445,325
2007,fernandes pinheiro,PR,4107736,568,209
2007,fernandes tourinho,MG,3125804,307,132
2007,fernando de noronha,PE,2605459,143,49
2007,fernando falcão,MA,2104081,571,91
2007,fernando pedroza,RN,2403756,221,204
2007,fernando prestes,SP,3515608,318,192
2007,fernandópolis,SP,3515509,3999,2624
2007,fernão,SP,3515657,127,50
2007,ferraz de vasconcelos,SP,3515707,13743,7316
2007,ferreira gomes,AP,1600238,396,297
2007,ferreiros,PE,2605509,917,428
2007,ferros,MG,3125903,731,351
2007,fervedouro,MG,3125952,834,276
2007,figueira,PR,4107751,855,477
2007,figueirão,MS,5003900,249,123
2007,figueirópolis,TO,1707652,463,246
2007,figueirópolis d'oeste,MT,5103809,318,182
2007,filadélfia,BA,2910859,1693,716
2007,filadélfia,TO,1707702,952,327
2007,firmino alves,BA,2910909,538,228
2007,firminópolis,GO,5207808,690,390
2007,flexeiras,AL,2702801,1169,371
2007,flor da serra do sul,PR,4107850,486,224
2007,flor do sertão,SC,4205357,135,86
2007,flora rica,SP,3515806,149,119
2007,floraí,PR,4107801,357,199
2007,florânia,RN,2403806,684,482
2007,floreal,SP,3515905,163,113
2007,flores,PE,2605608,1673,858
2007,flores da cunha,RS,4308201,1725,863
2007,flores de goiás,GO,5207907,864,376
2007,flores do piauí,PI,2203800,309,189
2007,floresta,PE,2605707,2356,1871
2007,floresta,PR,4107900,438,353
2007,floresta azul,BA,2911006,907,459
2007,floresta do araguaia,PA,1503044,1420,737
2007,floresta do piauí,PI,2203859,216,86
2007,florestal,MG,3126000,549,450
2007,florestópolis,PR,4108007,828,467
2007,floriano,PI,2203909,4273,4656
2007,floriano peixoto,RS,4308250,143,62
2007,florianópolis,SC,4205407,22022,14951
2007,flórida,PR,4108106,167,102
2007,flórida paulista,SP,3516002,799,420
2007,florínea,SP,3516101,229,154
2007,fonte boa,AM,1301605,2068,660
2007,fontoura xavier,RS,4308300,904,332
2007,formiga,MG,3126109,4737,2855
2007,formigueiro,RS,4308409,524,318
2007,formosa,GO,5208004,8254,4789
2007,formosa da serra negra,MA,2104099,1865,756
2007,formosa do oeste,PR,4108205,651,362
2007,formosa do rio preto,BA,2911105,1998,1496
2007,formosa do sul,SC,4205431,224,98
2007,formoso,GO,5208103,396,236
2007,formoso,MG,3126208,741,305
2007,formoso do araguaia,TO,1708205,1974,1137
2007,forquetinha,RS,4308433,160,96
2007,forquilha,CE,2304350,2080,1095
2007,forquilhinha,SC,4205456,1393,659
2007,fortaleza,CE,2304400,183977,125269
2007,fortaleza de minas,MG,3126307,236,119
2007,fortaleza dos nogueiras,MA,2104107,1268,399
2007,fortaleza dos valos,RS,4308458,381,185
2007,fortim,CE,2304459,1213,715
2007,fortuna,MA,2104206,1617,612
2007,fortuna de minas,MG,3126406,211,151
2007,foz do iguaçu,PR,4108304,22730,13190
2007,foz do jordão,PR,4108452,488,213
2007,fraiburgo,SC,4205506,2849,1465
2007,franca,SP,3516200,21870,14969
2007,francinópolis,PI,2204006,471,245
2007,francisco alves,PR,4108320,518,309
2007,francisco ayres,PI,2204105,283,234
2007,francisco badaró,MG,3126505,820,347
2007,francisco beltrão,PR,4108403,5863,3985
2007,francisco dantas,RN,2403905,188,124
2007,francisco dumont,MG,3126604,416,170
2007,francisco macedo,PI,2204154,264,120
2007,francisco morato,SP,3516309,14467,7321
2007,francisco sá,MG,3126703,2177,1214
2007,francisco santos,PI,2204204,601,291
2007,franciscópolis,MG,3126752,441,250
2007,franco da rocha,SP,3516408,10932,5952
2007,frecheirinha,CE,2304509,1314,570
2007,frederico westphalen,RS,4308508,2042,1592
2007,frei gaspar,MG,3126802,572,255
2007,frei inocêncio,MG,3126901,866,329
2007,frei lagonegro,MG,3126950,246,110
2007,frei martinho,PB,2506202,258,195
2007,frei miguelinho,PE,2605806,905,501
2007,frei paulo,SE,2802304,1032,359
2007,frei rogério,SC,4205555,348,124
2007,fronteira,MG,3127008,918,390
2007,fronteira dos vales,MG,3127057,467,243
2007,fronteiras,PI,2204303,718,435
2007,fruta de leite,MG,3127073,650,195
2007,frutal,MG,3127107,2473,1633
2007,frutuoso gomes,RN,2404002,378,170
2007,fundão,ES,3202207,1229,584
2007,funilândia,MG,3127206,346,185
2007,gabriel monteiro,SP,3516507,132,119
2007,gado bravo,PB,2506251,954,374
2007,gália,SP,3516606,492,212
2007,galiléia,MG,3127305,585,286
2007,galinhos,RN,2404101,253,70
2007,galvão,SC,4205605,327,284
2007,gameleira,PE,2605905,1977,1059
2007,gameleira de goiás,GO,5208152,258,152
2007,gameleiras,MG,3127339,545,429
2007,gandu,BA,2911204,2412,1362
2007,garanhuns,PE,2606002,12486,7412
2007,gararu,SE,2802403,879,402
2007,garça,SP,3516705,2986,1879
2007,garibaldi,RS,4308607,1998,1199
2007,garopaba,SC,4205704,1220,537
2007,garrafão do norte,PA,1503077,1997,820
2007,garruchos,RS,4308656,347,163
2007,garuva,SC,4205803,1234,534
2007,gaspar,SC,4205902,3608,2084
2007,gastão vidigal,SP,3516804,204,117
2007,gaúcha do norte,MT,5103858,329,320
2007,gaurama,RS,4308706,452,210
2007,gavião,BA,2911253,359,191
2007,gavião peixoto,SP,3516853,326,246
2007,geminiano,PI,2204352,451,308
2007,general câmara,RS,4308805,635,312
2007,general carneiro,MT,5103908,587,338
2007,general carneiro,PR,4108502,1342,494
2007,general maynard,SE,2802502,170,147
2007,general salgado,SP,3516903,712,451
2007,general sampaio,CE,2304608,668,331
2007,gentil,RS,4308854,96,70
2007,gentio do ouro,BA,2911303,573,391
2007,getulina,SP,3517000,686,494
2007,getúlio vargas,RS,4308904,1094,571
2007,gilbués,PI,2204402,932,345
2007,girau do ponciano,AL,2702900,2585,1579
2007,giruá,RS,4309001,1532,873
2007,glaucilândia,MG,3127354,275,205
2007,glicério,SP,3517109,285,140
2007,glória,BA,2911402,1253,722
2007,glória d'oeste,MT,5103957,260,160
2007,glória de dourados,MS,5004007,715,377
2007,glória do goitá,PE,2606101,2025,1490
2007,glorinha,RS,4309050,508,331
2007,godofredo viana,MA,2104305,626,409
2007,godoy moreira,PR,4108551,352,207
2007,goiabeira,MG,3127370,255,141
2007,goiana,PE,2606200,7356,4435
2007,goianá,MG,3127388,304,222
2007,goianápolis,GO,5208400,1008,511
2007,goiandira,GO,5208509,332,174
2007,goianésia,GO,5208608,4734,2781
2007,goianésia do pará,PA,1503093,2867,1464
2007,goiânia,GO,5208707,95411,65293
2007,goianinha,RN,2404200,2300,1123
2007,goianira,GO,5208806,2100,1114
2007,goianorte,TO,1708304,461,186
2007,goiás,GO,5208905,2008,1079
2007,goiatins,TO,1709005,1260,373
2007,goiatuba,GO,5209101,2460,1277
2007,goioerê,PR,4108601,2281,1257
2007,goioxim,PR,4108650,759,309
2007,gonçalves,MG,3127404,287,160
2007,gonçalves dias,MA,2104404,1163,634
2007,gongogi,BA,2911501,538,352
2007,gonzaga,MG,3127503,583,266
2007,gouveia,MG,3127602,1177,627
2007,gouvelândia,GO,5209150,358,189
2007,governador archer,MA,2104503,960,401
2007,governador celso ramos,SC,4206009,939,359
2007,governador dix-sept rosado,RN,2404309,1117,460
2007,governador edison lobão,MA,2104552,1215,651
2007,governador eugênio barros,MA,2104602,1323,869
2007,governador jorge teixeira,RO,1101005,1088,344
2007,governador lindenberg,ES,3202256,807,437
2007,governador luiz rocha,MA,2104628,866,310
2007,governador mangabeira,BA,2911600,2096,990
2007,governador newton bello,MA,2104651,710,326
2007,governador nunes freire,MA,2104677,1927,986
2007,governador valadares,MG,3127701,20322,12337
2007,graça,CE,2304657,1638,673
2007,graça aranha,MA,2104701,513,232
2007,gracho cardoso,SE,2802601,423,159
2007,grajaú,MA,2104800,5869,2768
2007,gramado,RS,4309100,2247,1255
2007,gramado dos loureiros,RS,4309126,174,84
2007,gramado xavier,RS,4309159,376,101
2007,grandes rios,PR,4108700,690,352
2007,granito,PE,2606309,520,368
2007,granja,CE,2304707,4793,1719
2007,granjeiro,CE,2304806,512,231
2007,grão-pará,SC,4206108,496,241
2007,grão mogol,MG,3127800,1499,588
2007,gravatá,PE,2606408,7219,3289
2007,gravataí,RS,4309209,18368,10764
2007,gravatal,SC,4206207,750,367
2007,groaíras,CE,2304905,858,544
2007,grossos,RN,2404408,764,411
2007,grupiara,MG,3127909,93,65
2007,guabiju,RS,4309258,114,69
2007,guabiruba,SC,4206306,1088,587
2007,guaçuí,ES,3202306,2010,912
2007,guadalupe,PI,2204501,772,647
2007,guaíba,RS,4309308,6729,4251
2007,guaiçara,SP,3517208,734,368
2007,guaimbê,SP,3517307,468,233
2007,guaíra,PR,4108809,2289,1385
2007,guaíra,SP,3517406,2427,1429
2007,guairaçá,PR,4108908,448,197
2007,guaiúba,CE,2304954,2375,1050
2007,guajará,AM,1301654,795,295
2007,guajará-mirim,RO,1100106,3605,1740
2007,guajeru,BA,2911659,959,403
2007,guamaré,RN,2404507,968,770
2007,guamiranga,PR,4108957,734,386
2007,guanambi,BA,2911709,6501,4613
2007,guanhães,MG,3128006,2848,1353
2007,guapé,MG,3128105,1008,516
2007,guapiaçu,SP,3517505,941,593
2007,guapiara,SP,3517604,1704,1007
2007,guapimirim,RJ,3301850,2985,1686
2007,guapirama,PR,4109005,383,322
2007,guapó,GO,5209200,1195,473
2007,guaporé,RS,4309407,1448,1143
2007,guaporema,PR,4109104,150,112
2007,guará,SP,3517703,1455,598
2007,guarabira,PB,2506301,5370,3331
2007,guaraçaí,SP,3517802,515,327
2007,guaraci,PR,4109203,537,272
2007,guaraci,SP,3517901,677,469
2007,guaraciaba,MG,3128204,790,305
2007,guaraciaba,SC,4206405,729,417
2007,guaraciaba do norte,CE,2305001,4202,1694
2007,guaraciama,MG,3128253,467,431
2007,guaraí,TO,1709302,2044,1390
2007,guaraíta,GO,5209291,215,185
2007,guaramiranga,CE,2305100,542,214
2007,guaramirim,SC,4206504,2150,1196
2007,guaranésia,MG,3128303,1573,697
2007,guarani,MG,3128402,518,221
2007,guarani d'oeste,SP,3518008,131,82
2007,guarani das missões,RS,4309506,561,663
2007,guarani de goiás,GO,5209408,436,207
2007,guaraniaçu,PR,4109302,1543,730
2007,guarantã,SP,3518107,526,231
2007,guarantã do norte,MT,5104104,2691,1245
2007,guarapari,ES,3202405,7280,3710
2007,guarapuava,PR,4109401,14831,7223
2007,guaraqueçaba,PR,4109500,782,226
2007,guarará,MG,3128501,155,162
2007,guararapes,SP,3518206,1987,1206
2007,guararema,SP,3518305,2084,1126
2007,guaratinga,BA,2911808,1582,643
2007,guaratinguetá,SP,3518404,7912,5489
2007,guaratuba,PR,4109609,2938,1500
2007,guarda-mor,MG,3128600,504,242
2007,guareí,SP,3518503,888,543
2007,guariba,SP,3518602,2602,1318
2007,guaribas,PI,2204550,595,261
2007,guarinos,GO,5209457,171,99
2007,guarujá,SP,3518701,21559,11098
2007,guarujá do sul,SC,4206603,386,216
2007,guarulhos,SP,3518800,101497,49350
2007,guatambú,SC,4206652,448,177
2007,guatapará,SP,3518859,557,275
2007,guaxupé,MG,3128709,3397,2318
2007,guia lopes da laguna,MS,5004106,842,260
2007,guidoval,MG,3128808,546,260
2007,guimarães,MA,2104909,1212,697
2007,guimarânia,MG,3128907,591,260
2007,guiratinga,MT,5104203,956,665
2007,guiricema,MG,3129004,522,321
2007,gurinhatã,MG,3129103,465,185
2007,gurinhém,PB,2506400,1231,459
2007,gurjão,PB,2506509,275,191
2007,gurupá,PA,1503101,2082,873
2007,gurupi,TO,1709500,5901,3603
2007,guzolândia,SP,3518909,317,208
2007,harmonia,RS,4309555,320,127
2007,heitoraí,GO,5209606,339,194
2007,heliodora,MG,3129202,488,182
2007,heliópolis,BA,2911857,1632,589
2007,herculândia,SP,3519006,616,353
2007,herval,RS,4307104,444,317
2007,herval d'oeste,SC,4206702,1121,757
2007,herveiras,RS,4309571,256,101
2007,hidrolândia,CE,2305209,1798,872
2007,hidrolândia,GO,5209705,1322,669
2007,hidrolina,GO,5209804,388,262
2007,holambra,SP,3519055,877,582
2007,honório serpa,PR,4109658,654,347
2007,horizonte,CE,2305233,4631,2590
2007,horizontina,RS,4309605,1210,976
2007,hortolândia,SP,3519071,14151,7824
2007,hugo napoleão,PI,2204600,362,216
2007,hulha negra,RS,4309654,579,362
2007,humaitá,AM,1301704,3875,1871
2007,humaitá,RS,4309704,372,259
2007,humberto de campos,MA,2105005,3281,756
2007,iacanga,SP,3519105,652,322
2007,iaciara,GO,5209903,1187,553
2007,iacri,SP,3519204,435,244
2007,iaçu,BA,2911907,2659,1031
2007,iapu,MG,3129301,760,315
2007,iaras,SP,3519253,344,169
2007,iati,PE,2606507,1676,896
2007,ibaiti,PR,4109708,2468,1596
2007,ibarama,RS,4309753,387,144
2007,ibaretama,CE,2305266,1442,645
2007,ibaté,SP,3519303,2255,1331
2007,ibateguara,AL,2703007,713,472
2007,ibatiba,ES,3202454,1292,595
2007,ibema,PR,4109757,609,314
2007,ibertioga,MG,3129400,408,256
2007,ibiá,MG,3129509,1674,748
2007,ibiaçá,RS,4309803,318,183
2007,ibiaí,MG,3129608,729,294
2007,ibiam,SC,4206751,181,116
2007,ibiapina,CE,2305308,2522,1127
2007,ibiara,PB,2506608,476,217
2007,ibiassucê,BA,2912004,957,503
2007,ibicaraí,BA,2912103,2508,949
2007,ibicaré,SC,4206801,202,87
2007,ibicoara,BA,2912202,1449,874
2007,ibicuí,BA,2912301,1596,627
2007,ibicuitinga,CE,2305332,1300,656
2007,ibimirim,PE,2606606,2878,1184
2007,ibipeba,BA,2912400,1303,543
2007,ibipitanga,BA,2912509,1218,468
2007,ibiporã,PR,4109807,3569,1853
2007,ibiquera,BA,2912608,330,119
2007,ibirá,SP,3519402,527,330
2007,ibiracatu,MG,3129657,674,380
2007,ibiraci,MG,3129707,904,356
2007,ibiraçu,ES,3202504,858,477
2007,ibiraiaras,RS,4309902,477,222
2007,ibirajuba,PE,2606705,782,439
2007,ibirama,SC,4206900,1143,635
2007,ibirapitanga,BA,2912707,2264,991
2007,ibirapuã,BA,2912806,511,374
2007,ibirapuitã,RS,4309951,329,158
2007,ibirarema,SP,3519501,470,216
2007,ibirataia,BA,2912905,2650,1066
2007,ibirité,MG,3129806,10955,5002
2007,ibirubá,RS,4310009,1170,891
2007,ibitiara,BA,2913002,1517,650
2007,ibitinga,SP,3519600,3152,1876
2007,ibitirama,ES,3202553,748,313
2007,ibititá,BA,2913101,1808,1052
2007,ibitiúra de minas,MG,3129905,162,116
2007,ibituruna,MG,3130002,140,129
2007,ibiúna,SP,3519709,5741,3324
2007,ibotirama,BA,2913200,2204,1646
2007,icapuí,CE,2305357,1311,625
2007,içara,SC,4207007,4398,1994
2007,icaraí de minas,MG,3130051,971,385
2007,icaraíma,PR,4109906,744,344
2007,icatu,MA,2105104,2432,1030
2007,icém,SP,3519808,568,399
2007,ichu,BA,2913309,600,371
2007,icó,CE,2305407,5662,2455
2007,iconha,ES,3202603,802,410
2007,ielmo marinho,RN,2404606,1224,403
2007,iepê,SP,3519907,579,333
2007,igaci,AL,2703106,2692,1407
2007,igaporã,BA,2913408,1430,701
2007,igaraçu do tietê,SP,3520004,1629,844
2007,igaracy,PB,2502607,715,355
2007,igarapava,SP,3520103,1833,1118
2007,igarapé,MG,3130101,2695,1372
2007,igarapé-açu,PA,1503200,3658,2142
2007,igarapé-miri,PA,1503309,4843,1782
2007,igarapé do meio,MA,2105153,1244,515
2007,igarapé grande,MA,2105203,1035,739
2007,igarassu,PE,2606804,9650,5816
2007,igaratá,SP,3520202,626,350
2007,igaratinga,MG,3130200,616,203
2007,igrapiúna,BA,2913457,1750,771
2007,igreja nova,AL,2703205,2434,900
2007,igrejinha,RS,4310108,2248,1375
2007,iguaba grande,RJ,3301876,1471,1296
2007,iguaí,BA,2913507,1736,793
2007,iguape,SP,3520301,2327,1342
2007,iguaraçu,PR,4110003,264,183
2007,iguaracy,PE,2606903,1006,487
2007,iguatama,MG,3130309,622,266
2007,iguatemi,MS,5004304,1466,494
2007,iguatu,CE,2305506,6075,4363
2007,iguatu,PR,4110052,194,162
2007,ijaci,MG,3130408,475,316
2007,ijuí,RS,4310207,5479,4011
2007,ilha comprida,SP,3520426,563,267
2007,ilha das flores,SE,2802700,778,359
2007,ilha de itamaracá,PE,2607604,1784,946
2007,ilha grande,PI,2204659,687,457
2007,ilha solteira,SP,3520442,1591,1168
2007,ilhabela,SP,3520400,1997,1113
2007,ilhéus,BA,2913606,13939,8793
2007,ilhota,SC,4207106,910,497
2007,ilicínea,MG,3130507,813,422
2007,ilópolis,RS,4310306,316,163
2007,imaculada,PB,2506707,1024,338
2007,imaruí,SC,4207205,935,464
2007,imbaú,PR,4110078,985,408
2007,imbé,RS,4310330,1046,782
2007,imbé de minas,MG,3130556,477,163
2007,imbituba,SC,4207304,2817,1265
2007,imbituva,PR,4110102,2140,918
2007,imbuia,SC,4207403,474,192
2007,imigrante,RS,4310363,147,96
2007,imperatriz,MA,2105302,19076,15789
2007,inácio martins,PR,4110201,1012,384
2007,inaciolândia,GO,5209937,459,279
2007,inajá,PE,2607000,1186,755
2007,inajá,PR,4110300,241,137
2007,inconfidentes,MG,3130606,401,784
2007,indaiabira,MG,3130655,774,386
2007,indaial,SC,4207502,3503,1803
2007,indaiatuba,SP,3520509,12957,7804
2007,independência,CE,2305605,2048,1334
2007,independência,RS,4310405,460,282
2007,indiana,SP,3520608,312,181
2007,indianópolis,MG,3130705,604,261
2007,indianópolis,PR,4110409,352,196
2007,indiaporã,SP,3520707,211,160
2007,indiara,GO,5209952,1045,609
2007,indiaroba,SE,2802809,1796,867
2007,indiavaí,MT,5104500,176,109
2007,ingá,PB,2506806,1601,779
2007,ingaí,MG,3130804,224,131
2007,ingazeira,PE,2607109,375,274
2007,inhacorá,RS,4310413,198,145
2007,inhambupe,BA,2913705,3118,1930
2007,inhangapi,PA,1503408,932,400
2007,inhapi,AL,2703304,1306,447
2007,inhapim,MG,3130903,2027,1028
2007,inhaúma,MG,3131000,493,222
2007,inhuma,PI,2204709,1208,863
2007,inhumas,GO,5210000,3756,2551
2007,inimutaba,MG,3131109,635,252
2007,inocência,MS,5004403,623,228
2007,inúbia paulista,SP,3520806,247,167
2007,iomerê,SC,4207577,205,139
2007,ipaba,MG,3131158,1488,622
2007,ipameri,GO,5210109,1788,986
2007,ipanema,MG,3131208,1291,576
2007,ipanguaçu,RN,2404705,1178,950
2007,ipaporanga,CE,2305654,1158,525
2007,ipatinga,MG,3131307,17270,11721
2007,ipaumirim,CE,2305704,812,364
2007,ipaussu,SP,3520905,1026,805
2007,ipê,RS,4310439,390,192
2007,ipecaetá,BA,2913804,1624,702
2007,iperó,SP,3521002,1857,919
2007,ipeúna,SP,3521101,416,260
2007,ipiaçu,MG,3131406,310,141
2007,ipiaú,BA,2913903,4534,2348
2007,ipiguá,SP,3521150,345,225
2007,ipira,SC,4207601,326,176
2007,ipirá,BA,2914000,5088,2853
2007,ipiranga,PR,4110508,1155,363
2007,ipiranga de goiás,GO,5210158,193,125
2007,ipiranga do norte,MT,5104526,426,246
2007,ipiranga do piauí,PI,2204808,739,480
2007,ipiranga do sul,RS,4310462,127,100
2007,ipixuna,AM,1301803,876,425
2007,ipixuna do pará,PA,1503457,1824,644
2007,ipojuca,PE,2607208,6284,2693
2007,iporá,GO,5210208,2259,1549
2007,iporã,PR,4110607,1170,640
2007,iporã do oeste,SC,4207650,667,425
2007,iporanga,SP,3521200,398,304
2007,ipu,CE,2305803,3377,2360
2007,ipuã,SP,3521309,980,502
