ano,codmun,mun,uf,matriculas_EF_6ano,matriculas_EF_7ano,matriculas_EF_8ano,matriculas_EF_9ano
2004,1100015,alta floresta d'oeste,RO,865,738,656,477
2004,1100023,ariquemes,RO,2274,1850,1876,1410
2004,1100031,cabixi,RO,222,214,125,141
2004,1100049,cacoal,RO,2483,1977,2232,1392
2004,1100056,cerejeiras,RO,512,451,402,358
2004,1100064,colorado do oeste,RO,606,608,487,441
2004,1100072,corumbiara,RO,303,226,179,118
2004,1100080,costa marques,RO,388,306,207,267
2004,1100098,espigao d'oeste,RO,654,743,589,423
2004,1100106,guajara-mirim,RO,1206,970,860,608
2004,1100114,jaru,RO,2159,1868,1708,1372
2004,1100122,ji-parana,RO,3229,2922,2426,2025
2004,1100130,machadinho d'oeste,RO,1054,867,654,397
2004,1100148,nova brasilandia d'oeste,RO,646,657,425,423
2004,1100155,ouro preto do oeste,RO,1216,1012,841,733
2004,1100189,pimenta bueno,RO,876,767,770,597
2004,1100205,porto velho,RO,9126,7263,5755,5012
2004,1100254,presidente medici,RO,775,670,530,380
2004,1100262,rio crespo,RO,125,98,100,65
2004,1100288,rolim de moura,RO,1681,1510,1311,943
2004,1100296,santa luzia d'oeste,RO,314,252,208,193
2004,1100304,vilhena,RO,1706,1508,1356,1139
2004,1100320,sao miguel do guapore,RO,677,632,362,268
2004,1100338,nova mamore,RO,454,362,250,264
2004,1100346,alvorada d'oeste,RO,561,444,371,279
2004,1100379,alto alegre dos parecis,RO,403,350,250,181
2004,1100403,alto paraiso,RO,388,419,336,278
2004,1100452,buritis,RO,934,839,696,388
2004,1100502,novo horizonte do oeste,RO,320,259,114,155
2004,1100601,cacaulandia,RO,207,179,141,105
2004,1100700,campo novo de rondonia,RO,305,219,211,143
2004,1100809,candeias do jamari,RO,424,317,210,173
2004,1100908,castanheiras,RO,212,128,134,78
2004,1100924,chupinguaia,RO,273,296,235,172
2004,1100940,cujubim,RO,344,261,218,178
2004,1101005,governador jorge teixeira,RO,465,382,425,246
2004,1101104,itapua do oeste,RO,276,280,216,221
2004,1101203,ministro andreazza,RO,294,354,335,233
2004,1101302,mirante da serra,RO,384,482,358,294
2004,1101401,monte negro,RO,509,455,378,288
2004,1101435,nova uniao,RO,302,290,242,183
2004,1101450,parecis,RO,153,122,126,94
2004,1101468,pimenteiras do oeste,RO,72,51,49,49
2004,1101476,primavera de rondonia,RO,133,123,95,86
2004,1101484,sao felipe d oeste,RO,149,186,169,160
2004,1101492,sao francisco do guapore,RO,471,417,369,253
2004,1101500,seringueiras,RO,506,393,334,119
2004,1101559,teixeiropolis,RO,171,122,133,125
2004,1101609,theobroma,RO,384,297,247,173
2004,1101708,urupa,RO,454,394,318,282
2004,1101757,vale do anari,RO,296,342,118,84
2004,1101807,vale do paraiso,RO,385,311,231,194
2004,1200013,acrelandia,AC,337,265,261,209
2004,1200054,assis brasil,AC,157,84,54,43
2004,1200104,brasileia,AC,461,520,425,314
2004,1200138,bujari,AC,200,115,105,80
2004,1200179,capixaba,AC,218,152,105,80
2004,1200203,cruzeiro do sul,AC,2008,1841,1696,1486
2004,1200252,epitaciolandia,AC,308,258,180,113
2004,1200302,feijo,AC,464,419,296,206
2004,1200328,jordao,AC,145,77,44,32
2004,1200336,mancio lima,AC,376,326,295,248
2004,1200344,manoel urbano,AC,177,111,96,88
2004,1200351,marechal thaumaturgo,AC,311,109,85,99
2004,1200385,placido de castro,AC,504,346,359,238
2004,1200393,porto walter,AC,214,201,140,87
2004,1200401,rio branco,AC,8570,6538,5598,4874
2004,1200427,rodrigues alves,AC,366,300,228,80
2004,1200435,santa rosa do purus,AC,64,35,17,18
2004,1200450,senador guiomard,AC,554,542,341,270
2004,1200500,sena madureira,AC,809,669,479,454
2004,1200609,tarauaca,AC,900,688,600,427
2004,1200708,xapuri,AC,271,232,182,164
2004,1200807,porto acre,AC,401,339,255,208
2004,1300029,alvaraes,AM,598,304,272,225
2004,1300060,amatura,AM,183,152,139,121
2004,1300086,anama,AM,150,172,131,100
2004,1300102,anori,AM,381,355,289,234
2004,1300144,apui,AM,371,371,374,269
2004,1300201,atalaia do norte,AM,255,164,138,109
2004,1300300,autazes,AM,911,677,540,451
2004,1300409,barcelos,AM,455,384,273,301
2004,1300508,barreirinha,AM,785,714,554,495
2004,1300607,benjamin constant,AM,1461,898,822,639
2004,1300631,beruri,AM,616,317,230,222
2004,1300680,boa vista do ramos,AM,506,309,215,191
2004,1300706,boca do acre,AM,887,658,512,469
2004,1300805,borba,AM,637,510,480,433
2004,1300839,caapiranga,AM,361,260,128,91
2004,1300904,canutama,AM,182,133,148,130
2004,1301001,carauari,AM,702,558,536,416
2004,1301100,careiro,AM,906,777,649,565
2004,1301159,careiro da varzea,AM,527,460,450,444
2004,1301209,coari,AM,2079,1593,1301,1158
2004,1301308,codajas,AM,397,317,300,255
2004,1301407,eirunepe,AM,1203,933,612,437
2004,1301506,envira,AM,338,253,179,187
2004,1301605,fonte boa,AM,822,491,450,312
2004,1301654,guajara,AM,253,195,124,143
2004,1301704,humaita,AM,1070,995,897,857
2004,1301803,ipixuna,AM,311,314,257,209
2004,1301852,iranduba,AM,1107,773,746,557
2004,1301902,itacoatiara,AM,2424,1914,1696,1470
2004,1301951,itamarati,AM,147,137,103,124
2004,1302009,itapiranga,AM,263,240,208,202
2004,1302108,japura,AM,145,96,87,50
2004,1302207,jurua,AM,152,120,114,106
2004,1302306,jutai,AM,242,206,161,104
2004,1302405,labrea,AM,878,867,686,408
2004,1302504,manacapuru,AM,2895,2631,2315,2030
2004,1302553,manaquiri,AM,542,433,332,277
2004,1302603,manaus,AM,50448,40434,35392,33864
2004,1302702,manicore,AM,1443,918,620,454
2004,1302801,maraa,AM,168,132,91,60
2004,1302900,maues,AM,1594,991,807,2071
2004,1303007,nhamunda,AM,580,633,480,400
2004,1303106,nova olinda do norte,AM,685,565,401,400
2004,1303205,novo airao,AM,433,330,239,222
2004,1303304,novo aripuana,AM,447,379,342,234
2004,1303403,parintins,AM,2955,2622,2255,2510
2004,1303502,pauini,AM,246,214,196,187
2004,1303536,presidente figueiredo,AM,640,561,431,355
2004,1303569,rio preto da eva,AM,392,337,281,263
2004,1303601,santa isabel do rio negro,AM,281,261,237,163
2004,1303700,santo antonio do ica,AM,710,496,426,265
2004,1303809,sao gabriel da cachoeira,AM,984,903,764,563
2004,1303908,sao paulo de olivenca,AM,737,548,385,240
2004,1303957,sao sebastiao do uatuma,AM,203,200,193,165
2004,1304005,silves,AM,389,301,272,180
2004,1304062,tabatinga,AM,1204,1178,1055,802
2004,1304104,tapaua,AM,346,242,250,257
2004,1304203,tefe,AM,2016,1422,1245,1034
2004,1304237,tonantins,AM,542,313,260,160
2004,1304260,uarini,AM,143,115,83,97
2004,1304302,urucara,AM,459,392,433,378
2004,1304401,urucurituba,AM,485,432,297,283
2004,1400027,amajari,RR,164,138,93,85
2004,1400050,alto alegre,RR,298,258,235,153
2004,1400100,boa vista,RR,5909,5402,4329,4121
2004,1400159,bonfim,RR,332,241,150,144
2004,1400175,canta,RR,401,337,214,181
2004,1400209,caracarai,RR,581,447,358,295
2004,1400233,caroebe,RR,201,287,184,161
2004,1400282,iracema,RR,210,155,134,110
2004,1400308,mucajai,RR,378,401,270,252
2004,1400407,normandia,RR,260,186,145,97
2004,1400456,pacaraima,RR,272,231,194,168
2004,1400472,rorainopolis,RR,567,656,440,351
2004,1400506,sao joao da baliza,RR,140,202,132,121
2004,1400605,sao luiz,RR,191,219,162,92
2004,1400704,uiramuta,RR,222,180,211,132
2004,1500107,abaetetuba,PA,4245,3502,2686,2214
2004,1500131,abel figueiredo,PA,200,133,84,79
2004,1500206,acara,PA,1412,994,490,363
2004,1500305,afua,PA,1169,799,542,511
2004,1500347,agua azul do norte,PA,312,263,228,186
2004,1500404,alenquer,PA,1545,1114,739,384
2004,1500503,almeirim,PA,893,787,629,435
2004,1500602,altamira,PA,2656,2120,1543,1193
2004,1500701,anajas,PA,623,179,67,23
2004,1500800,ananindeua,PA,10327,9239,7095,5819
2004,1500859,anapu,PA,583,346,238,172
2004,1500909,augusto correa,PA,1233,887,625,322
2004,1500958,aurora do para,PA,597,371,217,122
2004,1501006,aveiro,PA,364,296,252,213
2004,1501105,bagre,PA,317,193,111,87
2004,1501204,baiao,PA,780,584,480,309
2004,1501253,bannach,PA,119,105,90,35
2004,1501303,barcarena,PA,2452,2056,1612,1232
2004,1501402,belem,PA,24382,22670,18556,17629
2004,1501451,belterra,PA,535,410,318,209
2004,1501501,benevides,PA,1320,1066,752,580
2004,1501576,bom jesus do tocantins,PA,341,255,195,155
2004,1501600,bonito,PA,316,226,185,148
2004,1501709,braganca,PA,2909,2134,1418,1027
2004,1501725,brasil novo,PA,448,380,289,228
2004,1501758,brejo grande do araguaia,PA,413,359,307,236
2004,1501782,breu branco,PA,1208,1053,641,544
2004,1501808,breves,PA,1788,1354,901,623
2004,1501907,bujaru,PA,859,555,303,231
2004,1501956,cachoeira do piria,PA,351,165,107,79
2004,1502004,cachoeira do arari,PA,400,248,173,116
2004,1502103,cameta,PA,3496,2783,2157,1623
2004,1502152,canaa dos carajas,PA,653,471,428,331
2004,1502202,capanema,PA,1690,1511,1155,854
2004,1502301,capitao poco,PA,1465,1051,655,431
2004,1502400,castanhal,PA,3955,3081,2588,1830
2004,1502509,chaves,PA,153,218,14,29
2004,1502608,colares,PA,384,317,266,178
2004,1502707,conceicao do araguaia,PA,1367,1193,913,814
2004,1502756,concordia do para,PA,700,529,344,283
2004,1502764,cumaru do norte,PA,172,147,113,56
2004,1502772,curionopolis,PA,821,655,524,427
2004,1502806,curralinho,PA,632,418,307,154
2004,1502855,curua,PA,443,380,270,201
2004,1502905,curuca,PA,861,734,445,431
2004,1502939,dom eliseu,PA,1580,1024,622,501
2004,1502954,eldorado dos carajas,PA,1030,910,575,529
2004,1503002,faro,PA,314,248,209,166
2004,1503044,floresta do araguaia,PA,668,615,388,451
2004,1503077,garrafao do norte,PA,606,485,266,224
2004,1503093,goianesia do para,PA,1094,651,428,362
2004,1503101,gurupa,PA,630,597,456,256
2004,1503200,igarape-acu,PA,1090,980,678,509
2004,1503309,igarape-miri,PA,1787,1298,859,493
2004,1503408,inhangapi,PA,378,201,130,71
