ano,codmun,mun,uf,matriculas_EF_6ano,matriculas_EF_7ano,matriculas_EF_8ano,matriculas_EF_9ano
1998,1504950,nova esperanca do piria,PA,0,0,0,0
1998,1504976,nova ipixuna,PA,65,23,17,12
1998,1505007,nova timboteua,PA,69,25,19,8
1998,1505031,novo progresso,PA,50,42,43,39
1998,1505064,novo repartimento,PA,124,51,26,19
1998,1505106,obidos,PA,139,76,47,17
1998,1505205,oeiras do para,PA,59,45,32,11
1998,1505304,oriximina,PA,255,106,39,23
1998,1505403,ourem,PA,88,57,24,18
1998,1505437,ourilandia do norte,PA,214,78,73,31
1998,1505486,pacaja,PA,212,59,46,27
1998,1505494,palestina do para,PA,21,10,8,5
1998,1505502,paragominas,PA,379,89,83,54
1998,1505536,parauapebas,PA,336,203,150,125
1998,1505551,pau d'arco,PA,59,27,7,4
1998,1505601,peixe-boi,PA,29,8,10,3
1998,1505635,picarra,PA,20,15,13,5
1998,1505650,placas,PA,45,14,7,4
1998,1505700,ponta de pedras,PA,59,31,15,15
1998,1505809,portel,PA,82,43,27,9
1998,1505908,porto de moz,PA,38,36,2,15
1998,1506005,prainha,PA,5,13,1,0
1998,1506104,primavera,PA,48,22,12,11
1998,1506112,quatipuru,PA,73,12,18,8
1998,1506138,redencao,PA,392,288,112,148
1998,1506161,rio maria,PA,98,47,14,5
1998,1506187,rondon do para,PA,290,104,91,31
1998,1506195,ruropolis,PA,184,52,22,19
1998,1506203,salinopolis,PA,123,92,54,28
1998,1506302,salvaterra,PA,72,35,50,33
1998,1506351,santa barbara do para,PA,52,17,10,7
1998,1506401,santa cruz do arari,PA,8,5,2,0
1998,1506500,santa isabel do para,PA,196,91,64,27
1998,1506559,santa luzia do para,PA,114,61,45,35
1998,1506583,santa maria das barreiras,PA,1,0,0,0
1998,1506609,santa maria do para,PA,66,27,28,7
1998,1506708,santana do araguaia,PA,181,138,122,33
1998,1506807,santarem,PA,893,445,297,184
1998,1506906,santarem novo,PA,28,12,9,9
1998,1507003,santo antonio do taua,PA,57,51,36,23
1998,1507102,sao caetano de odivelas,PA,56,28,9,6
1998,1507151,sao domingos do araguaia,PA,102,73,19,12
1998,1507201,sao domingos do capim,PA,36,18,14,3
1998,1507300,sao felix do xingu,PA,147,97,37,22
1998,1507409,sao francisco do para,PA,45,14,6,2
1998,1507458,sao geraldo do araguaia,PA,105,46,31,31
1998,1507466,sao joao da ponta,PA,14,5,7,5
1998,1507474,sao joao de pirabas,PA,66,50,42,31
1998,1507508,sao joao do araguaia,PA,12,27,0,0
1998,1507607,sao miguel do guama,PA,86,40,5,3
1998,1507706,sao sebastiao da boa vista,PA,133,39,45,17
1998,1507755,sapucaia,PA,19,14,2,7
1998,1507805,senador jose porfirio,PA,53,20,13,8
1998,1507904,soure,PA,107,74,34,33
1998,1507953,tailandia,PA,125,50,36,8
1998,1507961,terra alta,PA,7,5,0,1
1998,1507979,terra santa,PA,36,22,3,12
1998,1508001,tome-acu,PA,146,74,40,20
1998,1508035,tracuateua,PA,57,31,32,7
1998,1508050,trairao,PA,54,15,13,8
1998,1508084,tucuma,PA,178,96,58,14
1998,1508100,tucurui,PA,339,237,150,91
1998,1508126,ulianopolis,PA,89,24,17,5
1998,1508159,uruara,PA,146,92,29,14
1998,1508209,vigia,PA,139,53,31,18
1998,1508308,viseu,PA,97,55,40,18
1998,1508357,vitoria do xingu,PA,11,13,15,5
1998,1508407,xinguara,PA,369,216,91,142
1998,1600055,serra do navio,AP,7,2,0,0
1998,1600105,amapa,AP,34,3,2,2
1998,1600154,pedra branca do amapari,AP,9,1,6,3
1998,1600204,calcoene,AP,53,25,19,19
1998,1600212,cutias,AP,0,0,0,0
1998,1600238,ferreira gomes,AP,22,6,3,4
1998,1600253,itaubal,AP,20,11,4,3
1998,1600279,laranjal do jari,AP,67,21,21,15
1998,1600303,macapa,AP,734,532,371,407
1998,1600402,mazagao,AP,25,4,11,5
1998,1600501,oiapoque,AP,19,9,7,6
1998,1600535,porto grande,AP,25,9,10,6
1998,1600550,pracuuba,AP,25,3,2,3
1998,1600600,santana,AP,240,106,78,77
1998,1600709,tartarugalzinho,AP,11,5,4,0
1998,1600808,vitoria do jari,AP,32,11,6,8
1998,1700251,abreulandia,TO,8,2,4,3
1998,1700301,aguiarnopolis,TO,9,4,2,26
1998,1700350,alianca do tocantins,TO,86,47,39,29
1998,1700400,almas,TO,31,28,16,13
1998,1700707,alvorada,TO,138,112,95,51
1998,1701002,ananas,TO,40,37,23,18
1998,1701051,angico,TO,17,7,0,6
1998,1701101,aparecida do rio negro,TO,37,16,11,12
1998,1701309,aragominas,TO,86,38,49,32
1998,1701903,araguacema,TO,12,3,2,7
1998,1702000,araguacu,TO,50,18,22,30
1998,1702109,araguaina,TO,798,617,441,369
1998,1702158,araguana,TO,28,26,12,11
1998,1702208,araguatins,TO,187,137,55,56
1998,1702307,arapoema,TO,45,15,27,9
1998,1702406,arraias,TO,72,32,23,23
1998,1702554,augustinopolis,TO,59,47,48,36
1998,1702703,aurora do tocantins,TO,15,3,11,8
1998,1702901,axixa do tocantins,TO,104,60,64,35
1998,1703008,babaculandia,TO,39,45,21,11
1998,1703057,bandeirantes do tocantins,TO,23,9,9,4
1998,1703073,barra do ouro,TO,25,8,2,3
1998,1703107,barrolandia,TO,37,25,14,11
1998,1703206,bernardo sayao,TO,35,12,6,5
1998,1703305,bom jesus do tocantins,TO,2,0,2,1
1998,1703602,brasilandia do tocantins,TO,14,5,3,1
1998,1703701,brejinho de nazare,TO,27,23,18,5
1998,1703800,buriti do tocantins,TO,43,37,31,10
1998,1703826,cachoeirinha,TO,8,10,7,4
1998,1703842,campos lindos,TO,23,17,8,5
1998,1703867,cariri do tocantins,TO,42,14,24,5
1998,1703883,carmolandia,TO,7,16,7,5
1998,1703891,carrasco bonito,TO,19,7,6,3
1998,1703909,caseara,TO,31,14,1,5
1998,1704105,centenario,TO,21,10,3,5
1998,1704600,chapada de areia,TO,6,2,4,1
1998,1705102,chapada da natividade,TO,5,9,6,1
1998,1705508,colinas do tocantins,TO,184,160,94,59
1998,1705557,combinado,TO,25,20,17,3
1998,1705607,conceicao do tocantins,TO,8,14,2,12
1998,1706001,couto de magalhaes,TO,54,9,18,3
1998,1706100,cristalandia,TO,63,35,17,8
1998,1706258,crixas do tocantins,TO,19,11,4,1
1998,1706506,darcinopolis,TO,31,12,12,10
1998,1707009,dianopolis,TO,135,61,38,29
1998,1707108,divinopolis do tocantins,TO,41,50,7,12
1998,1707207,dois irmaos do tocantins,TO,45,31,20,7
1998,1707306,duere,TO,31,23,20,11
1998,1707405,esperantina,TO,35,25,11,4
1998,1707553,fatima,TO,21,27,8,24
1998,1707652,figueiropolis,TO,64,50,44,39
1998,1707702,filadelfia,TO,18,16,5,6
1998,1708205,formoso do araguaia,TO,127,91,72,49
1998,1708254,fortaleza do tabocao,TO,14,8,8,2
1998,1708304,goianorte,TO,43,36,31,6
1998,1709005,goiatins,TO,49,44,12,11
1998,1709302,guarai,TO,196,134,108,68
1998,1709500,gurupi,TO,628,474,344,312
1998,1709807,ipueiras,TO,17,1,1,0
1998,1710508,itacaja,TO,44,27,11,14
1998,1710706,itaguatins,TO,27,4,5,2
1998,1710904,itapiratins,TO,14,7,2,2
1998,1711100,itapora do tocantins,TO,11,4,0,12
1998,1711506,jau do tocantins,TO,27,13,9,6
1998,1711803,juarina,TO,24,13,8,4
1998,1711902,lagoa da confusao,TO,43,45,26,16
1998,1711951,lagoa do tocantins,TO,18,11,5,5
1998,1712009,lajeado,TO,20,14,9,1
1998,1712157,lavandeira,TO,7,7,2,2
1998,1712405,lizarda,TO,18,15,5,2
1998,1712454,luzinopolis,TO,10,3,6,2
1998,1712504,marianopolis do tocantins,TO,26,15,26,6
1998,1712702,mateiros,TO,6,6,5,2
1998,1712801,maurilandia do tocantins,TO,17,7,0,3
1998,1713205,miracema do tocantins,TO,152,96,93,97
1998,1713304,miranorte,TO,57,98,77,65
1998,1713601,monte do carmo,TO,14,20,9,7
1998,1713700,monte santo do tocantins,TO,4,3,0,1
1998,1713809,palmeiras do tocantins,TO,13,1,1,4
1998,1713957,muricilandia,TO,13,3,1,9
1998,1714203,natividade,TO,69,30,17,15
1998,1714302,nazare,TO,27,18,1,6
1998,1714880,nova olinda,TO,64,60,33,30
1998,1715002,nova rosalandia,TO,63,9,9,19
1998,1715101,novo acordo,TO,15,9,1,0
1998,1715150,novo alegre,TO,4,2,2,3
1998,1715259,novo jardim,TO,8,6,1,0
1998,1715507,oliveira de fatima,TO,1,3,1,3
1998,1715705,palmeirante,TO,6,6,1,0
1998,1715754,palmeiropolis,TO,53,35,26,14
1998,1716109,paraiso do tocantins,TO,295,252,225,149
1998,1716208,parana,TO,19,13,9,0
1998,1716307,pau d'arco,TO,33,11,10,5
1998,1716505,pedro afonso,TO,83,62,44,24
1998,1716604,peixe,TO,77,45,36,16
1998,1716653,pequizeiro,TO,31,24,22,14
1998,1716703,colmeia,TO,96,94,98,53
1998,1717008,pindorama do tocantins,TO,38,19,17,7
1998,1717206,piraque,TO,49,21,10,7
1998,1717503,pium,TO,18,9,8,7
1998,1717800,ponte alta do bom jesus,TO,0,0,9,4
1998,1717909,ponte alta do tocantins,TO,39,25,24,12
1998,1718006,porto alegre do tocantins,TO,17,6,6,6
1998,1718204,porto nacional,TO,414,295,246,154
1998,1718303,praia norte,TO,34,28,25,5
1998,1718402,presidente kennedy,TO,46,21,20,10
1998,1718451,pugmil,TO,8,2,1,3
1998,1718501,recursolandia,TO,30,13,7,5
1998,1718550,riachinho,TO,33,18,11,6
1998,1718659,rio da conceicao,TO,12,3,0,0
1998,1718709,rio dos bois,TO,5,7,1,3
1998,1718758,rio sono,TO,31,16,13,3
1998,1718808,sampaio,TO,13,6,4,6
1998,1718840,sandolandia,TO,15,7,10,4
1998,1718865,santa fe do araguaia,TO,41,10,16,9
1998,1718881,santa maria do tocantins,TO,6,3,1,2
1998,1718899,santa rita do tocantins,TO,0,1,0,2
1998,1718907,santa rosa do tocantins,TO,30,7,4,6
1998,1719004,santa tereza do tocantins,TO,18,10,1,4
1998,1720002,santa terezinha do tocantins,TO,11,7,0,11
1998,1720101,sao bento do tocantins,TO,35,26,7,10
1998,1720150,sao felix do tocantins,TO,7,2,0,2
1998,1720200,sao miguel do tocantins,TO,40,35,29,8
1998,1720259,sao salvador do tocantins,TO,11,8,3,1
1998,1720309,sao sebastiao do tocantins,TO,16,18,10,15
1998,1720499,sao valerio da natividade,TO,29,33,21,7
1998,1720655,silvanopolis,TO,34,20,7,4
1998,1720804,sitio novo do tocantins,TO,71,31,41,33
1998,1720853,sucupira,TO,21,18,10,3
1998,1720903,taguatinga,TO,124,73,41,34
1998,1720937,taipas do tocantins,TO,15,3,3,3
1998,1720978,talisma,TO,9,5,5,3
1998,1721000,palmas,TO,641,443,456,324
1998,1721109,tocantinia,TO,22,25,19,9
1998,1721208,tocantinopolis,TO,140,108,72,71
1998,1721257,tupirama,TO,6,3,4,4
1998,1721307,tupiratins,TO,5,4,1,1
1998,1722081,wanderlandia,TO,46,27,16,6
1998,1722107,xambioa,TO,113,64,65,38
1998,2100055,acailandia,MA,563,304,230,224
1998,2100105,afonso cunha,MA,11,2,4,2
1998,2100154,agua doce do maranhao,MA,18,11,10,7
1998,2100204,alcantara,MA,86,66,42,31
1998,2100303,aldeias altas,MA,56,24,9,9
1998,2100402,altamira do maranhao,MA,30,8,9,8
1998,2100436,alto alegre do maranhao,MA,70,31,13,7
1998,2100477,alto alegre do pindare,MA,79,39,24,20
1998,2100501,alto parnaiba,MA,44,12,14,9
1998,2100550,amapa do maranhao,MA,12,13,5,5
1998,2100600,amarante do maranhao,MA,106,46,34,25
1998,2100709,anajatuba,MA,40,38,20,25
1998,2100808,anapurus,MA,7,12,3,1
1998,2100832,apicum-acu,MA,6,6,8,0
1998,2100873,araguana,MA,21,0,0,7
1998,2100907,araioses,MA,111,23,11,3
1998,2100956,arame,MA,103,49,45,44
1998,2101004,arari,MA,53,81,15,13
1998,2101103,axixa,MA,43,47,36,27
1998,2101202,bacabal,MA,672,519,370,355
1998,2101251,bacabeira,MA,23,18,11,5
1998,2101301,bacuri,MA,96,37,14,11
1998,2101350,bacurituba,MA,5,1,3,2
1998,2101400,balsas,MA,259,146,118,82
1998,2101509,barao de grajau,MA,52,14,11,8
1998,2101608,barra do corda,MA,235,130,103,73
1998,2101707,barreirinhas,MA,62,33,27,26
1998,2101731,belagua,MA,0,0,0,0
1998,2101772,bela vista do maranhao,MA,47,28,19,10
1998,2101806,benedito leite,MA,3,11,1,0
1998,2101905,bequimao,MA,35,50,7,6
1998,2101939,bernardo do mearim,MA,21,18,4,2
1998,2101970,boa vista do gurupi,MA,23,8,6,3
1998,2102002,bom jardim,MA,72,72,36,23
1998,2102036,bom jesus das selvas,MA,101,51,43,24
1998,2102077,bom lugar,MA,1,11,4,2
1998,2102101,brejo,MA,70,49,33,32
1998,2102150,brejo de areia,MA,6,7,0,5
1998,2102200,buriti,MA,61,28,52,24
1998,2102309,buriti bravo,MA,79,55,40,13
1998,2102325,buriticupu,MA,110,60,52,32
1998,2102358,buritirana,MA,57,34,33,16
1998,2102374,cachoeira grande,MA,7,7,0,0
1998,2102408,cajapio,MA,7,3,6,0
1998,2102507,cajari,MA,32,22,15,7
1998,2102556,campestre do maranhao,MA,18,23,6,73
1998,2102606,candido mendes,MA,87,36,22,21
1998,2102705,cantanhede,MA,24,21,22,16
1998,2102754,capinzal do norte,MA,40,29,12,10
1998,2102804,carolina,MA,91,87,35,19
1998,2102903,carutapera,MA,69,26,24,11
1998,2103000,caxias,MA,777,450,311,180
1998,2103109,cedral,MA,27,14,21,25
1998,2103125,central do maranhao,MA,10,7,5,6
1998,2103158,centro do guilherme,MA,7,3,6,2
1998,2103174,centro novo do maranhao,MA,47,35,11,11
1998,2103208,chapadinha,MA,166,105,95,75
1998,2103257,cidelandia,MA,87,34,37,17
1998,2103307,codo,MA,741,328,245,177
1998,2103406,coelho neto,MA,160,93,89,43
1998,2103505,colinas,MA,85,53,25,12
1998,2103554,conceicao do lago-acu,MA,58,18,21,4
1998,2103604,coroata,MA,288,166,153,122
1998,2103703,cururupu,MA,141,101,68,35
1998,2103752,davinopolis,MA,84,55,29,20
1998,2103802,dom pedro,MA,117,73,45,39
1998,2103901,duque bacelar,MA,26,11,12,4
1998,2104008,esperantinopolis,MA,79,31,27,20
1998,2104057,estreito,MA,101,43,34,30
1998,2104073,feira nova do maranhao,MA,19,8,5,2
1998,2104081,fernando falcao,MA,33,6,4,2
1998,2104099,formosa da serra negra,MA,22,7,7,6
1998,2104107,fortaleza dos nogueiras,MA,55,17,13,2
1998,2104206,fortuna,MA,50,23,22,14
1998,2104305,godofredo viana,MA,33,18,16,4
1998,2104404,goncalves dias,MA,20,26,21,8
1998,2104503,governador archer,MA,30,25,19,13
1998,2104552,governador edison lobao,MA,82,23,10,16
1998,2104602,governador eugenio barros,MA,58,19,11,6
1998,2104628,governador luiz rocha,MA,62,23,21,2
1998,2104651,governador newton bello,MA,20,12,11,5
1998,2104677,governador nunes freire,MA,71,45,22,15
1998,2104701,graca aranha,MA,35,24,15,8
1998,2104800,grajau,MA,138,101,72,45
1998,2104909,guimaraes,MA,35,23,11,11
1998,2105005,humberto de campos,MA,20,4,12,4
1998,2105104,icatu,MA,31,25,19,8
1998,2105153,igarape do meio,MA,30,18,10,0
1998,2105203,igarape grande,MA,56,46,19,14
1998,2105302,imperatriz,MA,1850,1274,1001,659
1998,2105351,itaipava do grajau,MA,9,10,7,1
1998,2105401,itapecuru mirim,MA,126,102,77,60
1998,2105427,itinga do maranhao,MA,125,82,70,21
1998,2105450,jatoba,MA,9,6,3,5
1998,2105476,jenipapo dos vieiras,MA,40,20,6,2
1998,2105500,joao lisboa,MA,90,65,43,34
1998,2105609,joselandia,MA,43,27,10,7
1998,2105658,junco do maranhao,MA,0,0,0,0
1998,2105708,lago da pedra,MA,139,82,88,45
1998,2105807,lago do junco,MA,7,4,8,1
1998,2105906,lago verde,MA,26,21,10,1
1998,2105922,lagoa do mato,MA,18,11,6,4
1998,2105948,lago dos rodrigues,MA,41,25,21,13
1998,2105963,lagoa grande do maranhao,MA,0,0,0,0
1998,2105989,lajeado novo,MA,44,15,13,2
1998,2106003,lima campos,MA,28,23,14,13
1998,2106102,loreto,MA,33,23,7,6
1998,2106201,luis domingues,MA,29,13,8,13
1998,2106300,magalhaes de almeida,MA,46,10,21,12
1998,2106326,maracacume,MA,58,54,15,12
1998,2106359,maraja do sena,MA,12,0,0,0
1998,2106375,maranhaozinho,MA,22,5,5,3
1998,2106409,mata roma,MA,18,7,9,7
1998,2106508,matinha,MA,93,48,24,17
1998,2106607,matoes,MA,47,19,12,14
1998,2106631,matoes do norte,MA,20,7,8,1
