ano,codmun,mun,uf,aprov_reprov_EF_6ano,aprov_reprov_EF_7ano,aprov_reprov_EF_8ano,aprov_reprov_EF_9ano,aprov_reprov_EM
1995,1400506,sao joao da baliza,RR,243,163,116,81,90
1995,1400605,sao luiz,RR,357,204,123,98,128
1995,1500107,abaetetuba,PA,2130,1616,1079,915,2236
1995,1500131,abel figueiredo,PA,86,61,35,28,77
1995,1500206,acara,PA,229,163,97,100,212
1995,1500305,afua,PA,153,106,77,65,106
1995,1500347,agua azul do norte,PA,122,66,35,33,0
1995,1500404,alenquer,PA,575,467,211,174,600
1995,1500503,almeirim,PA,547,449,237,224,331
1995,1500602,altamira,PA,1495,1120,786,593,1234
1995,1500701,anajas,PA,36,25,18,14,37
1995,1500800,ananindeua,PA,7800,5195,3231,2505,3582
1995,1500909,augusto correa,PA,243,119,79,89,208
1995,1500958,aurora do para,PA,36,50,29,23,0
1995,1501006,aveiro,PA,112,94,48,31,62
1995,1501105,bagre,PA,97,66,49,26,41
1995,1501204,baiao,PA,420,253,179,117,394
1995,1501303,barcarena,PA,936,574,371,263,336
1995,1501402,belem,PA,27717,21931,16952,13096,42641
1995,1501501,benevides,PA,1167,648,337,214,169
1995,1501576,bom jesus do tocantins,PA,163,153,95,89,143
1995,1501600,bonito,PA,0,0,0,0,29
1995,1501709,braganca,PA,1563,1084,782,583,1996
1995,1501725,brasil novo,PA,185,148,113,77,99
1995,1501758,brejo grande do araguaia,PA,93,99,54,33,71
1995,1501782,breu branco,PA,508,260,144,57,109
1995,1501808,breves,PA,648,434,279,198,458
1995,1501907,bujaru,PA,0,0,0,0,150
1995,1502004,cachoeira do arari,PA,183,125,78,63,27
1995,1502103,cameta,PA,1446,1009,634,513,1387
1995,1502202,capanema,PA,875,759,488,393,2186
1995,1502301,capitao poco,PA,305,229,121,68,308
1995,1502400,castanhal,PA,2292,1741,1054,703,3124
1995,1502509,chaves,PA,0,0,0,0,0
1995,1502608,colares,PA,213,183,148,109,209
1995,1502707,conceicao do araguaia,PA,1002,763,685,499,1050
1995,1502756,concordia do para,PA,316,179,111,98,120
1995,1502764,cumaru do norte,PA,20,19,15,16,6
1995,1502772,curionopolis,PA,334,232,137,102,149
1995,1502806,curralinho,PA,120,69,39,28,51
1995,1502905,curuca,PA,539,349,253,164,333
1995,1502939,dom eliseu,PA,552,297,146,121,62
1995,1502954,eldorado dos carajas,PA,203,116,54,41,0
1995,1503002,faro,PA,68,73,60,34,59
1995,1503077,garrafao do norte,PA,162,91,74,53,110
1995,1503093,goianesia do para,PA,237,139,104,57,84
1995,1503101,gurupa,PA,131,99,73,46,79
1995,1503200,igarape-acu,PA,597,437,234,200,708
1995,1503309,igarape-miri,PA,473,347,195,136,530
1995,1503408,inhangapi,PA,128,54,46,33,95
1995,1503457,ipixuna do para,PA,37,21,20,13,0
1995,1503507,irituia,PA,172,130,58,21,299
1995,1503606,itaituba,PA,1693,1042,533,358,1137
1995,1503705,itupiranga,PA,404,289,167,108,122
1995,1503754,jacareacanga,PA,27,12,10,6,27
1995,1503804,jacunda,PA,654,320,216,163,247
1995,1503903,juruti,PA,309,229,95,99,118
1995,1504000,limoeiro do ajuru,PA,197,186,166,54,135
1995,1504059,mae do rio,PA,0,0,0,0,575
1995,1504109,magalhaes barata,PA,181,127,82,43,43
1995,1504208,maraba,PA,3044,2247,1451,1055,3681
1995,1504307,maracana,PA,431,291,182,118,0
1995,1504406,marapanim,PA,476,345,178,178,227
1995,1504455,medicilandia,PA,362,213,180,136,154
1995,1504505,melgaco,PA,33,0,0,0,29
1995,1504604,mocajuba,PA,340,214,131,104,345
1995,1504703,moju,PA,303,197,126,103,350
1995,1504802,monte alegre,PA,905,628,393,314,792
1995,1504901,muana,PA,185,179,82,55,122
1995,1504950,nova esperanca do piria,PA,53,31,24,9,0
1995,1505007,nova timboteua,PA,177,139,98,86,154
1995,1505031,novo progresso,PA,436,324,221,146,80
1995,1505064,novo repartimento,PA,257,224,110,112,0
1995,1505106,obidos,PA,995,685,529,372,1071
1995,1505205,oeiras do para,PA,282,143,126,50,90
1995,1505304,oriximina,PA,1228,752,457,342,1105
1995,1505403,ourem,PA,277,222,136,89,179
1995,1505437,ourilandia do norte,PA,236,175,113,73,60
1995,1505486,pacaja,PA,230,155,70,73,0
1995,1505494,palestina do para,PA,152,120,68,43,32
1995,1505502,paragominas,PA,1003,560,445,282,620
1995,1505536,parauapebas,PA,986,727,394,445,695
1995,1505551,pau d'arco,PA,26,12,8,0,0
1995,1505601,peixe-boi,PA,93,72,56,29,0
1995,1505700,ponta de pedras,PA,288,212,155,111,237
1995,1505809,portel,PA,264,211,58,92,190
1995,1505908,porto de moz,PA,102,64,36,23,73
1995,1506005,prainha,PA,117,80,30,29,54
1995,1506104,primavera,PA,213,183,133,93,163
1995,1506138,redencao,PA,1532,1100,762,637,1047
1995,1506161,rio maria,PA,348,222,107,90,322
1995,1506187,rondon do para,PA,752,399,307,209,334
1995,1506195,ruropolis,PA,321,207,134,76,198
1995,1506203,salinopolis,PA,647,432,283,187,551
1995,1506302,salvaterra,PA,369,291,220,146,220
1995,1506351,santa barbara do para,PA,189,167,99,56,218
1995,1506401,santa cruz do arari,PA,41,34,15,39,13
1995,1506500,santa isabel do para,PA,762,570,401,372,1176
1995,1506559,santa luzia do para,PA,287,205,160,100,156
1995,1506583,santa maria das barreiras,PA,148,102,81,59,25
1995,1506609,santa maria do para,PA,285,132,122,111,517
1995,1506708,santana do araguaia,PA,337,230,279,125,217
1995,1506807,santarem,PA,6468,4743,3170,2601,9342
1995,1506906,santarem novo,PA,58,61,34,19,0
1995,1507003,santo antonio do taua,PA,398,274,132,91,357
1995,1507102,sao caetano de odivelas,PA,258,177,84,39,184
1995,1507151,sao domingos do araguaia,PA,154,104,80,35,177
1995,1507201,sao domingos do capim,PA,355,194,206,103,222
1995,1507300,sao felix do xingu,PA,332,174,85,90,112
1995,1507409,sao francisco do para,PA,154,140,66,32,196
1995,1507458,sao geraldo do araguaia,PA,285,240,179,121,151
1995,1507474,sao joao de pirabas,PA,260,199,120,83,168
1995,1507508,sao joao do araguaia,PA,162,79,44,27,0
1995,1507607,sao miguel do guama,PA,531,331,171,122,546
1995,1507706,sao sebastiao da boa vista,PA,187,121,66,40,216
1995,1507805,senador jose porfirio,PA,87,66,38,20,0
1995,1507904,soure,PA,422,361,207,178,396
1995,1507953,tailandia,PA,442,354,136,280,0
1995,1507961,terra alta,PA,96,31,21,19,68
1995,1507979,terra santa,PA,269,241,131,101,273
1995,1508001,tome-acu,PA,645,463,264,174,535
1995,1508050,trairao,PA,210,115,94,20,16
1995,1508084,tucuma,PA,511,334,179,103,80
1995,1508100,tucurui,PA,1126,912,542,508,556
1995,1508126,ulianopolis,PA,76,59,30,23,0
1995,1508159,uruara,PA,392,310,172,120,248
1995,1508209,vigia,PA,972,591,342,203,602
1995,1508308,viseu,PA,661,423,284,137,153
1995,1508357,vitoria do xingu,PA,102,52,30,24,78
1995,1508407,xinguara,PA,854,533,369,276,230
1995,1600055,serra do navio,AP,119,53,53,29,61
1995,1600105,amapa,AP,194,91,72,48,82
1995,1600154,pedra branca do amapari,AP,36,18,2,6,0
1995,1600204,calcoene,AP,162,87,68,54,170
1995,1600212,cutias,AP,34,15,20,0,0
1995,1600238,ferreira gomes,AP,75,36,19,17,137
1995,1600253,itaubal,AP,11,0,0,0,0
1995,1600279,laranjal do jari,AP,478,330,276,177,295
1995,1600303,macapa,AP,6747,5452,3954,3623,9087
1995,1600402,mazagao,AP,186,82,60,90,251
1995,1600501,oiapoque,AP,116,112,60,51,91
1995,1600535,porto grande,AP,211,130,115,67,258
1995,1600550,pracuuba,AP,48,28,0,0,0
1995,1600600,santana,AP,1862,1455,1027,877,1662
1995,1600709,tartarugalzinho,AP,52,48,18,8,0
1995,1700251,abreulandia,TO,30,25,16,15,0
1995,1700350,alianca do tocantins,TO,157,124,77,55,160
1995,1700400,almas,TO,125,67,39,62,114
1995,1700707,alvorada,TO,263,184,162,124,343
1995,1701002,ananas,TO,299,186,124,101,314
1995,1701051,angico,TO,169,44,230,25,59
1995,1701101,aparecida do rio negro,TO,154,72,53,53,0
1995,1701309,aragominas,TO,109,121,61,43,80
1995,1701903,araguacema,TO,112,56,52,45,147
1995,1702000,araguacu,TO,185,136,122,97,295
1995,1702109,araguaina,TO,2906,2062,1539,1442,3773
1995,1702158,araguana,TO,45,29,14,12,0
1995,1702208,araguatins,TO,638,444,280,230,753
1995,1702307,arapoema,TO,209,107,148,138,185
1995,1702406,arraias,TO,163,145,114,83,146
1995,1702554,augustinopolis,TO,192,187,114,109,352
1995,1702703,aurora do tocantins,TO,121,63,54,51,92
1995,1702901,axixa do tocantins,TO,196,133,114,71,219
1995,1703008,babaculandia,TO,176,126,72,89,207
1995,1703107,barrolandia,TO,145,135,103,85,0
1995,1703206,bernardo sayao,TO,108,52,34,28,86
1995,1703305,bom jesus do tocantins,TO,17,8,9,10,48
1995,1703602,brasilandia do tocantins,TO,32,32,31,25,43
1995,1703701,brejinho de nazare,TO,81,61,39,40,189
1995,1703800,buriti do tocantins,TO,1147,145,146,90,153
1995,1703826,cachoeirinha,TO,67,32,29,28,0
1995,1703842,campos lindos,TO,55,60,28,17,0
1995,1703867,cariri do tocantins,TO,61,32,21,26,52
1995,1703883,carmolandia,TO,60,23,30,20,0
1995,1703891,carrasco bonito,TO,43,37,8,11,0
1995,1703909,caseara,TO,3,3,4,15,75
1995,1704105,centenario,TO,36,23,23,11,15
1995,1705508,colinas do tocantins,TO,658,461,433,343,687
1995,1705557,combinado,TO,150,137,100,51,139
1995,1705607,conceicao do tocantins,TO,77,33,24,30,37
1995,1706001,couto de magalhaes,TO,46,61,45,34,0
1995,1706100,cristalandia,TO,294,180,96,48,229
1995,1706506,darcinopolis,TO,55,35,20,15,47
1995,1707009,dianopolis,TO,493,369,268,241,579
1995,1707108,divinopolis do tocantins,TO,185,127,78,114,134
1995,1707207,dois irmaos do tocantins,TO,124,62,73,31,35
1995,1707306,duere,TO,80,78,57,45,93
1995,1707405,esperantina,TO,59,25,15,19,0
1995,1707553,fatima,TO,112,69,33,47,283
1995,1707652,figueiropolis,TO,158,131,114,73,177
1995,1707702,filadelfia,TO,102,65,26,39,195
1995,1708205,formoso do araguaia,TO,460,360,348,259,488
1995,1708254,fortaleza do tabocao,TO,0,0,0,0,0
1995,1708304,goianorte,TO,115,46,39,34,43
1995,1709005,goiatins,TO,205,92,62,45,72
1995,1709302,guarai,TO,550,458,377,316,756
1995,1709500,gurupi,TO,1718,1390,1230,1136,1533
1995,1710508,itacaja,TO,130,95,85,88,81
1995,1710706,itaguatins,TO,93,51,59,37,55
1995,1710904,itapiratins,TO,32,27,21,18,0
1995,1711100,itapora do tocantins,TO,84,46,52,23,70
1995,1711506,jau do tocantins,TO,77,50,32,32,46
1995,1711803,juarina,TO,52,40,20,13,0
1995,1711902,lagoa da confusao,TO,72,61,34,21,0
1995,1711951,lagoa do tocantins,TO,50,22,39,11,39
1995,1712009,lajeado,TO,30,23,29,14,34
1995,1712405,lizarda,TO,44,44,30,26,43
1995,1712504,marianopolis do tocantins,TO,69,48,37,29,57
1995,1712702,mateiros,TO,14,11,5,0,0
1995,1712801,maurilandia do tocantins,TO,51,24,21,23,35
1995,1713205,miracema do tocantins,TO,414,291,214,216,472
1995,1713304,miranorte,TO,372,305,237,161,368
1995,1713601,monte do carmo,TO,79,63,32,35,85
1995,1713809,palmeiras do tocantins,TO,35,41,16,59,0
1995,1713957,muricilandia,TO,72,43,23,19,61
1995,1714203,natividade,TO,213,104,84,57,157
1995,1714302,nazare,TO,101,69,44,35,260
1995,1714880,nova olinda,TO,250,166,125,100,321
1995,1715002,nova rosalandia,TO,90,42,14,19,94
1995,1715101,novo acordo,TO,75,58,52,29,66
1995,1715150,novo alegre,TO,99,59,25,35,123
1995,1715259,novo jardim,TO,21,14,15,0,0
1995,1715705,palmeirante,TO,0,0,0,0,0
1995,1715754,palmeiropolis,TO,214,191,104,92,218
1995,1716109,paraiso do tocantins,TO,1003,796,604,573,2001
1995,1716208,parana,TO,0,0,0,0,53
1995,1716307,pau d'arco,TO,25,23,25,14,66
1995,1716505,pedro afonso,TO,58,14,0,0,328
1995,1716604,peixe,TO,95,73,62,63,115
1995,1716653,pequizeiro,TO,79,72,75,36,93
1995,1716703,colmeia,TO,210,196,139,130,262
1995,1717008,pindorama do tocantins,TO,0,0,0,0,0
1995,1717206,piraque,TO,59,28,25,13,46
1995,1717503,pium,TO,130,74,61,42,148
1995,1717800,ponte alta do bom jesus,TO,0,0,0,0,0
1995,1717909,ponte alta do tocantins,TO,111,91,73,79,134
1995,1718006,porto alegre do tocantins,TO,53,14,23,24,60
1995,1718204,porto nacional,TO,1440,1012,926,729,1367
1995,1718303,praia norte,TO,13,26,0,0,0
1995,1718402,presidente kennedy,TO,101,49,21,111,91
1995,1718501,recursolandia,TO,78,37,32,29,0
1995,1718550,riachinho,TO,57,40,40,17,0
1995,1718659,rio da conceicao,TO,36,19,24,17,25
1995,1718709,rio dos bois,TO,45,22,12,8,51
1995,1718758,rio sono,TO,102,74,66,47,66
1995,1718808,sampaio,TO,0,32,0,0,45
1995,1718840,sandolandia,TO,64,45,32,34,61
1995,1718865,santa fe do araguaia,TO,99,50,42,30,67
1995,1718881,santa maria do tocantins,TO,29,22,27,27,38
1995,1718907,santa rosa do tocantins,TO,55,44,34,13,0
1995,1719004,santa tereza do tocantins,TO,78,52,46,33,64
1995,1720101,sao bento do tocantins,TO,83,41,43,28,0
1995,1720150,sao felix do tocantins,TO,17,16,9,0,0
1995,1720200,sao miguel do tocantins,TO,65,51,40,34,46
1995,1720259,sao salvador do tocantins,TO,21,12,0,0,0
1995,1720309,sao sebastiao do tocantins,TO,58,58,48,31,66
1995,1720499,sao valerio da natividade,TO,117,86,66,20,39
1995,1720655,silvanopolis,TO,116,101,94,60,112
1995,1720804,sitio novo do tocantins,TO,187,168,100,125,183
1995,1720853,sucupira,TO,36,48,7,11,0
1995,1720903,taguatinga,TO,214,211,161,99,182
1995,1720937,taipas do tocantins,TO,7,3,0,0,0
1995,1721000,palmas,TO,2101,1783,1353,1184,1291
1995,1721109,tocantinia,TO,93,83,71,57,98
1995,1721208,tocantinopolis,TO,568,513,387,403,912
1995,1721307,tupiratins,TO,25,21,20,15,0
1995,1722081,wanderlandia,TO,153,137,75,47,301
1995,1722107,xambioa,TO,303,196,151,130,285
1995,2100055,acailandia,MA,1874,1239,1148,648,1175
1995,2100105,afonso cunha,MA,47,37,24,22,0
1995,2100204,alcantara,MA,357,291,195,172,242
1995,2100303,aldeias altas,MA,99,87,57,50,33
1995,2100402,altamira do maranhao,MA,180,136,126,128,172
1995,2100501,alto parnaiba,MA,146,133,85,83,135
1995,2100600,amarante do maranhao,MA,301,237,159,151,139
1995,2100709,anajatuba,MA,208,192,127,104,201
1995,2100808,anapurus,MA,115,73,85,52,128
1995,2100907,araioses,MA,160,111,85,66,124
1995,2100956,arame,MA,233,155,126,119,157
1995,2101004,arari,MA,625,302,228,261,0
1995,2101103,axixa,MA,363,213,148,114,245
1995,2101202,bacabal,MA,2488,1812,1481,1100,1669
1995,2101301,bacuri,MA,246,171,121,76,67
1995,2101400,balsas,MA,1055,744,577,483,1018
1995,2101509,barao de grajau,MA,207,176,109,95,218
1995,2101608,barra do corda,MA,780,551,449,534,1464
1995,2101707,barreirinhas,MA,367,186,143,134,100
1995,2101806,benedito leite,MA,67,68,42,29,0
1995,2101905,bequimao,MA,344,317,230,198,282
1995,2102002,bom jardim,MA,315,198,136,148,205
1995,2102101,brejo,MA,313,254,199,137,237
1995,2102200,buriti,MA,231,161,132,90,0
1995,2102309,buriti bravo,MA,365,362,198,171,398
1995,2102408,cajapio,MA,129,75,66,34,60
1995,2102507,cajari,MA,96,132,95,77,0
1995,2102606,candido mendes,MA,414,287,220,120,247
1995,2102705,cantanhede,MA,273,148,119,78,157
1995,2102804,carolina,MA,512,378,254,217,463
1995,2102903,carutapera,MA,172,95,54,29,75
1995,2103000,caxias,MA,3219,2113,1892,1414,3070
1995,2103109,cedral,MA,540,325,311,172,234
1995,2103208,chapadinha,MA,763,717,559,442,630
1995,2103307,codo,MA,1729,1204,899,672,1323
1995,2103406,coelho neto,MA,488,184,118,88,423
1995,2103505,colinas,MA,594,402,303,242,619
1995,2103604,coroata,MA,1061,690,541,381,843
1995,2103703,cururupu,MA,882,538,326,260,177
1995,2103802,dom pedro,MA,386,277,213,170,369
1995,2103901,duque bacelar,MA,105,78,39,68,100
1995,2104008,esperantinopolis,MA,309,267,169,169,192
1995,2104057,estreito,MA,446,332,227,195,430
1995,2104107,fortaleza dos nogueiras,MA,233,170,145,106,150
1995,2104206,fortuna,MA,278,185,220,110,293
1995,2104305,godofredo viana,MA,320,174,123,67,86
1995,2104404,goncalves dias,MA,233,193,200,143,242
1995,2104503,governador archer,MA,141,123,88,71,93
1995,2104602,governador eugenio barros,MA,323,227,162,153,207
1995,2104701,graca aranha,MA,135,74,58,44,86
1995,2104800,grajau,MA,682,561,434,278,663
1995,2104909,guimaraes,MA,443,314,234,215,424
1995,2105005,humberto de campos,MA,191,94,70,46,72
1995,2105104,icatu,MA,121,102,59,32,115
1995,2105203,igarape grande,MA,306,250,204,153,293
1995,2105302,imperatriz,MA,6879,5897,4388,3608,6253
1995,2105401,itapecuru mirim,MA,855,659,436,378,629
1995,2105500,joao lisboa,MA,843,600,436,294,395
1995,2105609,joselandia,MA,182,139,95,84,98
1995,2105708,lago da pedra,MA,661,456,427,329,668
1995,2105807,lago do junco,MA,301,200,162,135,228
1995,2105906,lago verde,MA,180,93,57,31,94
1995,2106003,lima campos,MA,179,138,43,91,175
1995,2106102,loreto,MA,181,115,105,97,135
1995,2106201,luis domingues,MA,220,156,116,76,30
1995,2106300,magalhaes de almeida,MA,183,110,109,100,122
1995,2106409,mata roma,MA,120,124,61,68,124
1995,2106508,matinha,MA,370,296,249,153,369
1995,2106607,matoes,MA,184,98,97,72,120
1995,2106706,mirador,MA,173,173,122,95,166
1995,2106755,miranda do norte,MA,350,208,147,129,264
1995,2106805,mirinzal,MA,396,221,193,179,465
1995,2106904,moncao,MA,170,93,92,62,102
1995,2107001,montes altos,MA,225,136,86,55,96
1995,2107100,morros,MA,181,156,124,69,50
1995,2107209,nina rodrigues,MA,129,90,76,51,92
1995,2107308,nova iorque,MA,73,68,53,46,31
1995,2107407,olho d'agua das cunhas,MA,233,209,150,89,202
1995,2107506,paco do lumiar,MA,2363,1942,1675,1386,1883
1995,2107605,palmeirandia,MA,127,72,61,31,80
1995,2107704,paraibano,MA,245,227,155,131,274
1995,2107803,parnarama,MA,380,226,205,139,213
1995,2107902,passagem franca,MA,283,230,162,133,180
1995,2108009,pastos bons,MA,175,115,120,112,196
1995,2108108,paulo ramos,MA,186,123,92,51,109
1995,2108207,pedreiras,MA,1206,883,736,631,1494
1995,2108306,penalva,MA,355,297,249,154,0
1995,2108405,peri mirim,MA,182,127,90,75,0
1995,2108504,pindare mirim,MA,772,501,374,266,470
1995,2108603,pinheiro,MA,1085,1038,741,606,1484
1995,2108702,pio xii,MA,349,255,164,113,193
1995,2108801,pirapemas,MA,192,155,107,79,159
1995,2108900,pocao de pedras,MA,311,242,195,159,113
1995,2109007,porto franco,MA,547,356,324,280,582
1995,2109106,presidente dutra,MA,708,530,445,290,0
1995,2109205,presidente juscelino,MA,144,122,84,48,72
1995,2109304,presidente vargas,MA,110,56,55,41,150
1995,2109403,primeira cruz,MA,226,145,130,73,54
1995,2109502,riachao,MA,409,275,165,102,184
1995,2109601,rosario,MA,751,472,442,319,529
1995,2109700,sambaiba,MA,50,45,33,25,50
1995,2109809,santa helena,MA,517,348,288,192,0
1995,2109908,santa ines,MA,1636,1333,1108,834,1502
1995,2110005,santa luzia,MA,1218,877,617,437,589
1995,2110039,santa luzia do parua,MA,483,367,255,240,233
1995,2110104,santa quiteria do maranhao,MA,288,174,123,90,199
1995,2110203,santa rita,MA,368,322,231,204,484
1995,2110302,santo antonio dos lopes,MA,146,137,74,76,211
1995,2110401,sao benedito do rio preto,MA,333,201,140,110,172
1995,2110500,sao bento,MA,488,378,228,241,402
1995,2110609,sao bernardo,MA,246,200,140,91,282
1995,2110708,sao domingos do maranhao,MA,681,486,326,224,258
1995,2110807,sao felix de balsas,MA,67,40,37,27,0
1995,2110906,sao francisco do maranhao,MA,84,65,60,36,151
1995,2111003,sao joao batista,MA,414,294,218,170,191
1995,2111102,sao joao dos patos,MA,357,239,214,132,504
1995,2111201,sao jose de ribamar,MA,1431,1192,923,716,437
1995,2111300,sao luis,MA,24650,21346,18068,15658,39997
